,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS
1484,Alpha Superspeciality Hospital,"Wakad, Pune",3.0,15.0
1485,OHF - Om Shree Swami Samarth Hospital,"Chinchwad, Pune",5.0,20.0
1486,Shreeyash Hospital,"Deccan Gymkhana, Pune",5.0,3.0
1487,Satyanand Hospital - Kondhwa,"Kondhwa, Pune",12.0,36.0
1488,Salunke Hospital,"Wadgaon Sheri, Pune",3.0,12.0
1489,Sai Multispeciality Hospital,"Hadapsar, Pune",4.0,30.0
1490,Sancheti Hospital,"Shivaji Nagar, Pune",35.0,200.0
1491,Ashwini Hospital,"Chinchwad, Pune",1.0,10.0
1492,Ruby Hall Clinic,"Dhole Patil Road, Pune",132.0,550.0
1493,Ashwin Medical Foundation's Moraya Multispeciality Hospital,"Chinchwad, Pune",13.0,50.0
1494,Pune Netralaya,"Aundh, Pune",1.0,1.0
1495,Polaris Healthcare,"Wakad, Pune",10.0,15.0
1496,Serene Hospital,"Vishrantwadi, Pune",7.0,26.0
1497,Ratna Memorial Hospital,"Senapati Bapat Marg, Pune",20.0,75.0
1498,Lokmanya Hospital,"Nigdi, Pune",1.0,110.0
1499,Sai Sneh Hospital & Diagnostic Center Pvt. Ltd,"Satara Road, Pune",25.0,31.0
1500,Ameya Clinic,"Erandwane, Pune",2.0,20.0
1501,Chellaram Diabetes Hospital,"Bavdhan, Pune",10.0,60.0
1502,Asian Eye Hospital,"Dhole Patil Road, Pune",3.0,10.0
1503,Kataria Hospital,"Yerwada, Pune",2.0,20.0
1504,Sahyadri Hospital,"Bibvewadi, Pune",33.0,31.0
1505,Mahaveer Super Speciality Eye Hospital and Laser Centre,"Camp, Pune",1.0,2.0
1506,Usha Hospital,"Hadapsar, Pune",1.0,8.0
1507,Kelkar Nursing Home,"Deccan Gymkhana, Pune",4.0,4.0
1508,Shetiya Hospital And Komal Nursing Home,"Vishrantwadi, Pune",6.0,25.0
1509,Sanjeevan Hospital,"Karve Nagar, Pune",23.0,105.0
1510,Mantri Hospital,"Erandwane, Pune",2.0,10.0
1511,Bharti Children & Cardio Diabetic Hospital,"Pimple Saudagar, Pune",2.0,15.0
1512,Kohakade Hospital,"Wagholi, Pune",2.0,51.0
1513,Aditya Birla Memorial Hospital,"Chinchwad, Pune",32.0,500.0
1514,Medipoint Hospital,"Chandan Nagar, Pune",5.0,50.0
1515,Sunil Wankhede Memorial Hospital,"Dehu Road, Pune",2.0,15.0
1516,Vinayak Hospital,"Warje, Pune",2.0,20.0
1517,Dhanashree Hospital,"Chinchwad, Pune",13.0,50.0
1518,Deendayal Memorial Hospital,"FC Road, Pune",4.0,30.0
1519,Niramay Hospital,"Wadgaon Sheri, Pune",4.0,15.0
1520,Cloudnine Hospital,"Shivaji Nagar, Pune",20.0,18.0
1521,Lifepoint Multispeciality Hospital,"Wakad, Pune",7.0,100.0
1522,Mai Mangeshkar Hospital,"Warje, Pune",18.0,50.0
1523,Aastha Hospital,"Chinchwad, Pune",3.0,25.0
1524,Suraj Hospital,"Market Yard, Pune",4.0,15.0
1525,Chitale E.N.T Hospital,"Sadashiv Peth, Pune",7.0,2.0
1526,Lunkad Hospital,"Yerwada, Pune",5.0,4.0
1527,Dr Prakash Bhambure Clinic,"Satara Road, Pune",1.0,100.0
1528,Dr. Karne Accident And Orthopedic Hospital,"Swargate, Pune",2.0,23.0
1529,Bakshi Hospital,"Kothrud, Pune",1.0,7.0
1530,Shreeyash Multispeciality Hospital,"Sinhagad Road, Pune",3.0,20.0
1531,Vatsalya Mother & Child Care,"Bhosari, Pune",5.0,20.0
1532,Lokmanya Hospital,"Swargate, Pune",1.0,50.0
1533,Mayur Hospital,"Chinchwad, Pune",2.0,15.0
1534,Shrikrupa Hospital,"Sangavi, Pune",3.0,10.0
1535,Modern Hospital,"Nana Peth, Pune",1.0,15.0
1536,Dr. Ratnadeep's Dental Hospital,"Nigdi, Pune",7.0,20.0
1537,Remedy Hospital,"Hadapsar, Pune",5.0,35.0
1538,Siddhant Maternity Home,"Satara Road, Pune",6.0,5.0
1539,Pawar Hospital,"Dhankawadi, Pune",4.0,40.0
1540,Sai Shree Hospital,"Aundh, Pune",7.0,40.0
1541,Matru Seva Hospital,"Nana Peth, Pune",3.0,5.0
1542,Shah Accident Hospital,"Yerwada, Pune",3.0,40.0
1543,Sterling Multispeciality Hospital,"Nigdi, Pune",3.0,200.0
1544,Sangamerkar Hospital,"Wadgaon Sheri, Pune",3.0,30.0
1545,Gnadhi Nursing Home,"Nigdi, Pune",4.0,18.0
1546,Jeevanshree Hospital,"Chandan Nagar, Pune",5.0,5.0
1547,Krishna Hospital,"Sangavi, Pune",1.0,10.0
1548,Lokmanya Multi Speciality Hospital,"Chinchwad, Pune",6.0,103.0
1549,Chaitanya Hospital,"Parvati Gaon, Pune",1.0,25.0
1550,Kaushal Hospital,"Pimpri, Pune",2.0,20.0
1551,Tongaonkar Hospital,"Akurdi, Pune",2.0,20.0
1552,Oyster and Pearl Hospitals,"Bhavani Peth, Pune",1.0,50.0
1553,Shree Hospital,"Nagar Road, Pune",7.0,25.0
1554,Ram Krishna Hospital,"Sadashiv Peth, Pune",1.0,10.0
1555,Sant Sopandev Hospital and Criticare Centre,"Saswad, Pune",1.0,25.0
1556,NIXI ICU & Accident Hospital,"Handewadi, Pune",1.0,25.0
1557,Asian Hospital,"Bhugaon, Pune",1.0,10.0
1558,Dr. More's Children Hospital,"Pimple Gurav, Pune",2.0,15.0
1559,Atharv Hospital,"Shivaji Nagar, Pune",1.0,10.0
1560,Todkar Hospital,"Bhavani Peth, Pune",2.0,15.0
1561,Kamat Hospital,"Chinchwad, Pune",1.0,50.0
1562,Ranka Multispeciality Hospital,"Swargate, Pune",13.0,101.0
1563,Prakasah Netralaya,"Kothrud, Pune",3.0,2.0
1564,HV Desai Eye Hospital,"Hadapsar, Pune",2.0,250.0
1565,C T Hospital,"Dhanori, Pune",3.0,30.0
1566,CT Nursing Home,"Dhanori, Pune",1.0,20.0
1567,Inamdar Hospital,"NIBM, Pune",16.0,15.0
1568,Apollo Spectra Hospitals,"Sadashiv Peth, Pune",2.0,35.0
1569,Shree Hospital,"Kharadi, Pune",4.0,75.0
1570,Dr. R G Ghatnekars - Kasturba General Hospital,"Vishrantwadi, Pune",1.0,40.0
1571,Patil Hospital,"Sinhagad Road, Pune",8.0,40.0
1572,Ozone Hospital,"Sangavi, Pune",2.0,25.0
1573,Colony Nursing Home,"Navi Peth, Pune",2.0,100.0
1574,Khaire Hospital,"Chinchwad, Pune",1.0,20.0
1575,Siddhi Hospital & Laparoscopy Center Pvt. Ltd.,"Dhankawadi, Pune",1.0,51.0
1576,Aditya Homoeopathic Hospital And Healing Centre,"Pimpri, Pune",3.0,72.0
1577,Royal Hospital,"Katraj, Pune",1.0,6.0
1578,NuCare Hospital,"Baner, Pune",1.0,25.0
1579,Vighnharta Sai Hospital,"Bhosari, Pune",16.0,10.0
1580,Krushna General Hospital,"Bhosari, Pune",2.0,16.0
1581,Sainath Hospital,"Moshi, Pune",1.0,100.0
1582,Bharati Vidyapeeth Deemed University & Medical College,"Dhankawadi, Pune",1.0,800.0
1583,Dr. Mhaske Hospital & Research Center Pvt. Ltd.,"Hadapsar, Pune",2.0,22.0
1584,Bhoir Hospital,"Thergaon, Pune",1.0,5.0
1585,OM Hospital,"Senapati Bapat Marg, Pune",4.0,10.0
1586,Unicare Hospital,"Chakan, Pune",13.0,75.0
1587,K K Hospital,"Chandan Nagar, Pune",1.0,45.0
1588,Sanjeevani Hospital,"Chinchwad, Pune",2.0,5.0
1589,Pataskar Hospital,"Bhosari, Pune",2.0,25.0
1590,5th Sense Animal Health Care,"Baner, Pune",1.0,2.0
1591,Umarji Hospital,"Shukrawar Peth, Pune",18.0,8.0
1592,Devashri Hospital,"Padmavati, Pune",1.0,5.0
1593,Dr Pagare Speciality Hospital & Critical Care Center,"Sangvi, Pune",2.0,8.0
1594,C T Hospital,"Thergaon, Pune",1.0,10.0
1595,Aditya Birla Memorial Hospital,"Chinchwad, Pune",1.0,10.0
1596,Bhagirathi Children's Hospital,"Karve Nagar, Pune",6.0,18.0
1597,Ashtvinayak Hospital,"Moshi, Pune",1.0,50.0
1598,Shree Anand Memorial Hospital,"Thergaon, Pune",8.0,8.0
1599,Dr. Sunil Ugile's Piles Clinic(Ashutosh Hospital),"Kalewadi, Pune",4.0,5.0
1600,Deccan Multispeciality Hardikar Hospital,"Shivaji Nagar, Pune",1.0,80.0
1601,Siddhi Health Care Center,"Sangavi, Pune",5.0,50.0
1602,Suyash Hospital,"Kothrud, Pune",4.0,15.0
1603,MJM Hospital,"Shivaji Nagar, Pune",2.0,100.0
1604,Indira Maternity Home,"JM Road, Pune",3.0,4.0
1605,Astha Hospital,"Chikhali, Pune",2.0,30.0
1606,Prachiti Hospital & Research Centre,"Sinhagad Road, Pune",2.0,10.0
1607,Atharva Nursing Home,"Pimple Nilakh, Pune",1.0,4.0
1608,IMAX MULTISPECIALITY HOSPITAL,"Wagholi, Pune",1.0,70.0
1609,Usha Kiran Eye Hospital,"Thergaon, Pune",1.0,2.0
1610,Rode Hospital,"Dighi Camp, Pune",1.0,15.0
1611,Dr. Dnyanmote Multi Speciality Hospital,"Thergaon, Pune",6.0,10.0
1612,National Institute Of Ophthalmology - Aundh,"Aundh, Pune",1.0,10.0
1613,Patil Eye Hospital,"Bhosari, Pune",1.0,2.0
1614,Kulkarni EndoSurgery Institute,"Kothrud, Pune",1.0,21.0
1615,Gujar Hospital,"Ambegaon, Pune",3.0,4.0
1616,Arylok Hospital,"Sinhagad Road, Pune",1.0,2.0
1617,Deshpande Eye Hospital & Laser Center,"Paud Road, Pune",1.0,1.0
1618,Pune City Eye Clinic,"Camp, Pune",2.0,1.0
1619,Desai Accident & General Hospital,"Bhosari, Pune",1.0,48.0
1620,Nityaseva Hospital,"Sangvi, Pune",1.0,2.0
1621,Universal Hospital,"Kasba Peth, Pune",1.0,50.0
1622,APS Nursing Home,"Hadapsar, Pune",1.0,15.0
1623,Dugad Hospital,"Satara Road, Pune",1.0,15.0
1624,Gavane Hospital,"Wakad, Pune",1.0,5.0
1625,Pritam Children's Hospital,"Bhosari, Pune",1.0,25.0
1626,Sahawas Hospital,"Karve Nagar, Pune",1.0,5.0
1627,Marathe Hospital,"Swargate, Pune",1.0,10.0
1628,"Sarpotdar Eye Hospital, Kothrud","Kothrud, Pune",1.0,2.0
1629,Shrinivas Hospital,"Kankarbagh, Patna",2.0,50.0
1630,Ortho World,"Kankarbagh, Patna",1.0,50.0
1631,State Cancer Institute,"Sheikhpura, Patna",1.0,400.0
1632,Raj Retina & Eye Care Centre,"Patna, Patna",2.0,5.0
1633,Mahavir Vatsalya Aspataal,"Kurji Md. Pur, Patna",1.0,120.0
1634,Avadh Eye Hospital,"Kankarbagh, Patna",1.0,20.0
1635,Oshodhara Mother and Child Hospital Pvt Ltd,"Kankarbagh, Patna",1.0,20.0
1636,Udhna Hospital Pvt. Ltd.,"Udhna, Surat",7.0,40.0
1637,Vatsalya Hospital,"Parvat, Surat",2.0,24.0
1638,Nandanvan Surgical Hospital,"Varachha Road, Surat",1.0,15.0
1639,Aamanya Hospital,"Adajan Dn, Surat",2.0,15.0
1640,Matruvarsha Hospital,"Mandvi SR, Surat",1.0,15.0
1641,Foram Hospital,"Rander, Surat",2.0,16.0
1642,Shreeji Clinic & Nursing Home,"Sachin, Surat",1.0,15.0
1643,Welcare Hospital,"Palanpur Nd, Surat",1.0,15.0
1644,Sriji Hospital,"Adajan Dn, Surat",1.0,16.0
1645,Maatre Hospital,"L.P. Savani, Surat",1.0,15.0
1646,Sai Medical Hospital And Maternity Home,"L.P. Savani, Surat",1.0,15.0
1647,Abhidhara Hospital,"Amroli, Surat",1.0,15.0
1648,Olive Hospital,"Adajan Dn, Surat",1.0,15.0
1649,Mayya Maternity Hospital,"Amroli, Surat",1.0,10.0
1650,Rvushi Children Hospital,"Laldarwaja, Surat",2.0,40.0
1651,Madhuram Multispeciality Hospital & ICU,"Palanpur Nd, Surat",2.0,18.0
1652,Saidharm Eye Hospital,"Katargam, Surat",1.0,2.0
1653,Aarushi Orthopaedic Hospital,"Amroli, Surat",1.0,15.0
1654,Shubham Hospital,"L.P. Savani, Surat",1.0,16.0
1655,Mother Hospital & Maternity Home,"Mota Varachha, Surat",2.0,20.0
1656,Nupoor Maternity Home & Sonography Clinic,"Pal Bhatha, Surat",1.0,7.0
1657,Shree Pandav Multispeciality Hospital,"Amroli, Surat",1.0,15.0
1658,Mamta Hospital,"Adajan Dn, Surat",2.0,16.0
1659,Anand Hospital,"Varachha Road, Surat",1.0,7.0
1660,Pinkle Hospital,"Haripura, Surat",1.0,18.0
1661,Eva Hospital,"Adajan Dn, Surat",3.0,15.0
1662,Desai's Orthopaedic Hospital,"Adajan Dn, Surat",1.0,16.0
1663,Nihar Hospital,"Adajan Dn, Surat",1.0,15.0
1664,Om Imaging Centre & E.N.T Hospital,"Amroli, Surat",2.0,5.0
1665,Khushi Hospital,"Godadara, Surat",1.0,14.0
1666,Savani Surgical Hospital,"Varachha Road, Surat",1.0,15.0
1667,Unique Hospitals,"Udhna, Surat",1.0,100.0
1668,Shree Ayurveda Hospital,"Varachha Road, Surat",1.0,2.0
1669,Shree Nandan Eye Hospital,"Varachha Road, Surat",1.0,6.0
1670,Sri Gopal Hospital,"Katargam, Surat",1.0,21.0
1671,Max Hospital,"Godadara, Surat",1.0,20.0
1672, Vivek Children Hospital,"L.P. Savani, Surat",1.0,21.0
1673,Ankur Hospital,"Varachha Road, Surat",1.0,8.0
1674,Waltair Multicare Hospital,"Waltair R S, Visakhapatnam",1.0,5.0
1675,Talasila Super Speciality Dental Hospital,"Gajuwaka, Visakhapatnam",6.0,5.0
1676,Krishna Children's Hospital,"Akkayyapalem, Visakhapatnam",1.0,2.0
1677,Ujhwal Hospitals,"Madhurawada, Visakhapatnam",6.0,100.0
1678,Vijetha Hospital,"Maharani Peta, Visakhapatnam",8.0,100.0
1679,MyCure Hospital - Zila Parishad Junction,"Maharani Peta, Visakhapatnam",18.0,56.0
1680,MyCure Hospital - Jagdamba Junction,"Maharani Peta, Visakhapatnam",18.0,100.0
1681,Radha Krishna Pavan Nursing Home,"Sriharipuram, Visakhapatnam",1.0,3.0
1682,Krishna Hospital,"Maharani Peta, Visakhapatnam",1.0,40.0
