,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS
1497,Health  Cottage  Hospital,"Ulsoor, Bangalore",1.0,20.0
1498,Nagarathna Hospital,"Kanakpura Road, Bangalore",1.0,8.0
1499,Hitech Kidney Stone Hospital,"Jayanagar 7 Block, Bangalore",1.0,3.0
1500,Davita Care India Pvt. Ltd,"Shantinagar, Bangalore",1.0,20.0
1501,Vinayaka speciality hospital,"Bommanahalli, Bangalore",1.0,4.0
1502,Sahasra Hospitals,"Jayanagar, Bangalore",1.0,35.0
1503,"CHIRAG HOSPITAL, Bangalore","JP Nagar 2 Phase, Bangalore",1.0,25.0
1504,Dr Solanki Eye Hospital,"Malleswaram, Bangalore",1.0,10.0
1505,Mallige Hospital,"Peenya, Bangalore",1.0,15.0
1506,Vasan Eye Care Hospital,"Vijayanagar, Bangalore",1.0,2.0
1507,Dr. Agarwal's Eye Hospital,"Frazer Town, Bangalore",1.0,4.0
1508,Hitech Unity Hospital,"Bapujinagar, Bangalore",1.0,25.0
1509,Apurva Hospital,"Delhi, Delhi",1.0,25.0
1510,Max Smart Super Speciality Hospital,"Saket, Delhi",1.0,10.0
1511,Tyagi hospital,"Dilshad Garden, Delhi",1.0,20.0
1512,Medanta Superspeciality Hospital,"Vijay Nagar, Indore",1.0,150.0
1513,Kamineni Fertility Centre,"King Koti, Hyderabad",1.0,50.0
1514,Center For Sight( Basheerbagh),"Basheerbagh, Hyderabad",1.0,6.0
1515,Manasa Hospital,"Padmarao Nagar, Hyderabad",1.0,5.0
1516,Aparna Maternity and General Clinic,"Nagole, Hyderabad",1.0,10.0
1517,Shree Laxmi Nursing Home,"Chanda Nagar, Hyderabad",1.0,10.0
1518,Gareeb Nawaz Hospital,"Falaknuma, Hyderabad",1.0,10.0
1519,Ashadeep Hospital,"Vijay Nagar, Indore",1.0,25.0
1520,One Centre for Gynaecological Excellence,"Vijay Nagar, Indore",1.0,10.0
1521,Agarwal Hospital & Fertility Centre,"Vaishali Nagar, Jaipur",1.0,15.0
1522,Tayeba Maternity Hospital,"Red Hills, Hyderabad",1.0,10.0
1523,Salasar Child Hospital,"Dehar Ka Balaji, Jaipur",1.0,10.0
1524,Dana Shivam Hospital,"Vidhyadhar Nagar, Jaipur",1.0,100.0
1525,Dr. N M Saboo Memorial Hospital & Research Hospital,"Murlipura, Jaipur",1.0,20.0
1526,Royal Eye Care Hospital,"Adarsh Nagar, Jaipur",1.0,25.0
1527,Bansal Hospital,"Shyam Nagar, Jaipur",1.0,15.0
1528,Antra Hospital,"Jawahar Nagar, Jaipur",1.0,15.0
1529,Sarvopari Dental and ENT Hospital,"Jagatpura, Jaipur",1.0,10.0
1530,Lal Kothi Hospital,"Lal Kothi, Jaipur",1.0,15.0
1531,Maa ENT Hospital,"Kothapet, Hyderabad",1.0,5.0
1532,15 Bases Hospital,"Hayathnagar, Hyderabad",1.0,15.0
1533,Adarsh Hospital,"Rohini Sector 24, Delhi",1.0,16.0
1534,Medivision Eye & Health Care Centre,"Masab Tank, Hyderabad",1.0,42.0
1535,Allwin Hospital,"Khairatabad, Hyderabad",1.0,15.0
1536,Chanchalguda Hospital,"Chanchalguda, Hyderabad",1.0,15.0
1537,Aruna Hospital,"Ecil, Hyderabad",1.0,50.0
1538,Rishab Eye Centre,"Sainikpuri, Hyderabad",1.0,20.0
1539,Sri Santosh Hospital,"AS Rao Nagar, Hyderabad",1.0,50.0
1540,Dr.Ahmed's Ayurvedic Hospital,"Manikonda, Hyderabad",1.0,5.0
1541,Vijaya Multispeciality Hospital,"Secunderabad, Hyderabad",1.0,100.0
1542,Ohm Nursing Home,"Nacharam, Hyderabad",1.0,7.0
1543,M. S. Maternity And Nursing Home,"Tolichowki, Hyderabad",1.0,15.0
1544,Metro Hospital,"Nizampet, Hyderabad",1.0,20.0
1545,Y. Kishan Rao Balanagar Lions Eye Hospital,"Balanagar, Hyderabad",1.0,30.0
1546,Janasri Nursing Home,"Serilingampally, Hyderabad",1.0,5.0
1547,Asia Hospital,"Old City, Hyderabad",1.0,6.0
1548,Sri Maruthi Hospital,"Kanchanbagh, Hyderabad",1.0,15.0
1549,Cure Hospital,"Old Bowenpally, Hyderabad",1.0,35.0
1550,K.G Hospital,"West Marredpally, Hyderabad",1.0,15.0
1551,Padma Hospital,"Miyapur, Hyderabad",1.0,35.0
1552,Ambaa Hospitals,"Langer House, Hyderabad",1.0,25.0
1553,Rabindranath Tagore Surgical Centre Hiland Park,"Garia, Kolkata",1.0,8.0
1554,Sahid Khudiram Bose Hospital,"Belgharia, Kolkata",1.0,60.0
1555,SVS Marwari Hospital,"Raja Ram Mohan Sarani, Kolkata",1.0,150.0
1556,Shruti Nursing Home,"Bandra, Mumbai",1.0,11.0
1557,Ashwini Nursing Home & IVF Centre,"Dadar East, Mumbai",1.0,6.0
1558,FourCare Hospital,"Vileparle East, Mumbai",1.0,6.0
1559,Datt Maternity & Surgical Home,"Goregaon West, Mumbai",1.0,15.0
1560,Mohit Hospital,"Borivali East, Mumbai",1.0,25.0
1561,Shiv Om Hospital,"Mira Road, Mumbai",1.0,20.0
1562,Atullok Hospital,"Vikhroli East, Mumbai",1.0,15.0
1563,Unique Hospital,"Andheri West, Mumbai",1.0,15.0
1564,Regent Hospital,"Mira Road, Mumbai",1.0,50.0
1565,Lotus Multi Speciality Hospital,"Bhandup West, Mumbai",1.0,15.0
1566,Birati Municipal Hospital,"Dumdum, Kolkata",1.0,75.0
1567,Thunga Hospital,"Malad West, Mumbai",1.0,140.0
1568,Namaha Healthcare,"Kandivali West, Mumbai",1.0,60.0
1569,Womens Hospital,"Andheri West, Mumbai",1.0,12.0
1570,Zen Multispeciality Hospital,"Chembur, Mumbai",1.0,110.0
1571,Seema Multispeciality Hospital,"Nalasopara West, Mumbai",1.0,30.0
1572,Aastha Maternity & Surgical Nursing Home,"Lal baug, Mumbai",1.0,10.0
1573,Zynova Heart Hospital,"Ghatkopar West, Mumbai",1.0,25.0
1574,Sneha Hospital,"Bhayandar East, Mumbai",1.0,11.0
1575,Apollo Spectra Hospital,"Chembur, Mumbai",1.0,16.0
1576,Suvidha Hospital & Polyclinic,"Goregaon West, Mumbai",1.0,15.0
1577,Dr. Farid's Hospital,"Mira Road, Mumbai",1.0,15.0
1578,Shah Nursing Home ,"Matunga, Mumbai",1.0,8.0
1579,Naba Jiban Hospital,"Shyambazar, Kolkata",1.0,10.0
1580,Radius Joint Surgery Hospital,"Gomtinagar, Lucknow",1.0,25.0
1581,Nirvan Hospital,"Indira Nagar, Lucknow",1.0,50.0
1582,Adarsh Hospital and welfare center,"Ashiyana, Lucknow",1.0,15.0
1583,Jwala Hospital,"Indira Nagar, Lucknow",1.0,15.0
1584,Raghvansh Hospital,"Kalyanpur, Lucknow",1.0,5.0
1585,Lucknow Unani Hospital,"Mahanagar, Lucknow",1.0,2.0
1586,Srijan The Fertility Centre & Women Care Hospital,"Borivali West, Mumbai",1.0,15.0
1587,Kohinoor Hospital,"Kurla West, Mumbai",1.0,175.0
1588,Narurkar ENT Hospital,"Chembur East, Mumbai",1.0,2.0
1589,Eye care centre,"Malad West, Mumbai",1.0,10.0
1590,Rushabh Hospital,"Chembur, Mumbai",1.0,10.0
1591,Criticare Hospital,"Andheri East, Mumbai",1.0,100.0
1592,Kapadia Multispeciality Hospital,"Goregaon West, Mumbai",1.0,30.0
1593,Parakh Hospital,"Ghatkopar, Mumbai",1.0,80.0
1594,SAS Hospital,"Bhandup West, Mumbai",1.0,25.0
1595,Mehta International Eye Institute,"Colaba, Mumbai",1.0,3.0
1596,Zoi Hospitals,"Attapur, Hyderabad",1.0,50.0
1597,MEDS Hospital ,"Old City, Hyderabad",1.0,20.0
1598,Sundari Maternity and General Hospital,"Alwal, Hyderabad",1.0,25.0
1599,Poulomi Hospital,"Kapra, Hyderabad",1.0,120.0
1600,Sri Venkata Sai Nursing Home,"Dilsukhnagar, Hyderabad",1.0,20.0
1601,Azam Hospital,"Old City, Hyderabad",1.0,15.0
1602,Sai Shourya's Test Tube Baby Centre,"Kukatpally, Hyderabad",1.0,10.0
1603,Vijaya Marie Hospital,"Attapur, Hyderabad",1.0,6.0
1604,Ankura Children's Hospital,"Madinaguda, Hyderabad",1.0,50.0
1605,GNR Multi Speciality Hospital,"Alwal, Hyderabad",1.0,50.0
1606,Neelima Hospital,"Erragadda, Hyderabad",1.0,70.0
1607,Pulse Hospital,"Padmarao Nagar, Hyderabad",1.0,51.0
1608,Sai Preethi Life Line Hospital & Diagnostics,"Mehdipatnam, Hyderabad",1.0,10.0
1609,Sri Balaji Nursing Home,"Uppal, Hyderabad",1.0,30.0
1610,New National Hospital,"Santosh Nagar, Hyderabad",1.0,10.0
1611,KIMS Bibi Hospital,"Malakpet, Hyderabad",1.0,150.0
1612,Sigma Hospital ,"Jeedimetla, Hyderabad",1.0,150.0
1613,Krishnaveni Hospital,"Hayathnagar, Hyderabad",1.0,50.0
1614,Madhava Multispeciality Hospital,"Secunderabad, Hyderabad",1.0,100.0
1615,Nimra Hospital,"Falaknuma, Hyderabad",1.0,15.0
1616,Pushpa Maternity And Nursing Home,"Malakpet, Hyderabad",1.0,50.0
1617,Navjeevan Hospitals,"Secunderabad, Hyderabad",1.0,50.0
1618,SLMS  Hospital,"Nagole, Hyderabad",1.0,6.0
1619,Micro Care Skin and ENT Hospital,"Jubilee Hills, Hyderabad",1.0,5.0
1620,Manas Eye Hospital,"Moti Nagar, Hyderabad",1.0,15.0
1621,Oarchid Hospital,"Kothapet, Hyderabad",1.0,50.0
1622,O.P Memorial Hospital,"Rohini, Delhi",1.0,4.0
1623,Maharaja Agrasen Hospital,"Dwarka, Delhi",1.0,1.0
1624,Kirti Nursing Home,"Delhi, Delhi",1.0,20.0
1625,Sharma clinic & maternity home,"Laxmi Nagar, Delhi",1.0,20.0
1626,Midas ENT Head & Neck Super Speciality Hospital,"Dilsukhnagar, Hyderabad",1.0,100.0
1627,Remedy Hospitals,"Kukatpally, Hyderabad",1.0,80.0
1628,Dr. P Siva Reddy Eye Hospital,"Himayat Nagar, Hyderabad",1.0,20.0
1629,Srinivasa Hospital,"Narayanguda, Hyderabad",1.0,100.0
1630,Dr Raos Super Speciality ENT Hospital,"Punjagutta, Hyderabad",1.0,10.0
1631,"Nirmala Maternity, Orthopaedic And General Hospital","Mehdipatnam, Hyderabad",1.0,30.0
1632,Endo Viz Hospital,"Kukatpally, Hyderabad",1.0,75.0
1633,Soorya Orthopaedic Hospital,"Ecil, Hyderabad",1.0,50.0
1634,Konaseema Hospitals,"Kukatpally, Hyderabad",1.0,100.0
1635,Dr Naveen Reddy's General Hospital,"Moti Nagar, Hyderabad",1.0,50.0
1636,Pavan Sai Hospital,"LB Nagar, Hyderabad",1.0,10.0
1637,Sainath Hospital,"Ameerpet, Hyderabad",1.0,10.0
1638,Leela Hospital,"Moti Nagar, Hyderabad",1.0,20.0
1639,Marvel Maternity And Nursing Home,"Chandrayangutta, Hyderabad",1.0,15.0
1640,Sri Tirumala Maternity & Nursing Home,"Vidyanagar, Hyderabad",1.0,10.0
1641,Sree Srinivasa ENT Care & Reasearch Institute,"Punjagutta, Hyderabad",1.0,10.0
1642,Pavithra Hospital,"Old Bowenpally, Hyderabad",1.0,20.0
1643,Freedom Multi Speciality And Chest Hospital,"LB Nagar, Hyderabad",1.0,15.0
1644,Kakatiya Hospital,"Gachibowli, Hyderabad",1.0,30.0
1645,Rays Lifestyle Hospital,"Banjara Hills, Hyderabad",1.0,100.0
1646,Doctors Hospital,"Chaitanyapuri, Hyderabad",1.0,25.0
1647,Child Care Children Hospital,"Jeedimetla, Hyderabad",1.0,6.0
1648,Supraja Hospitals,"Nagole, Hyderabad",1.0,100.0
1649,Huma Hospital,"Yakutpura, Hyderabad",1.0,20.0
1650,Safe Children Hospital,"Malakpet, Hyderabad",1.0,100.0
1651,Sarvani Hospital,"Santosh Nagar, Hyderabad",1.0,20.0
1652,Vijaya Vamsi Hospital,"Somajiguda, Hyderabad",1.0,10.0
1653,Dr Mohans Diabetes Specialities Centre,"Jubilee Hills, Hyderabad",1.0,16.0
1654,Citi Neuro Centre,"Banjara Hills, Hyderabad",1.0,60.0
1655,Niyar Nursing Home,"Chandrayangutta, Hyderabad",1.0,15.0
1656,Maa ENT Hospital,"Balanagar, Hyderabad",1.0,4.0
1657,Shreya Hospital,"Borabanda, Hyderabad",1.0,20.0
1658,Vet N Pet Hospital,"Jubilee Hills, Hyderabad",1.0,15.0
1659,Lakshmi Ayurveda Hospital,"Vanasthalipuram, Hyderabad",1.0,5.0
1660,Jayaprada Hospital,"Lothkunta, Hyderabad",1.0,20.0
1661,Dr Akram Ali Nursing Home,"Santosh Nagar, Hyderabad",1.0,10.0
1662,Prashamsa Hospital,"Alwal, Hyderabad",1.0,20.0
1663,Dr. N. Usha Chaderghat Hospital,"Malakpet, Hyderabad",1.0,50.0
1664,Sri Tirumala Maternity And Nursing Home,"Warasiguda, Hyderabad",1.0,15.0
1665,Datta Saanvi Hospitals,"Old Bowenpally, Hyderabad",1.0,25.0
1666,Kamineni Hospitals,"King Koti, Hyderabad",1.0,150.0
1667,Aarogya Hospital,"Nampally, Hyderabad",1.0,30.0
1668,Hyderabad Urology And Andrology Center,"Kothapet, Hyderabad",1.0,25.0
1669,Thumbay Hospital New Life,"Malakpet, Hyderabad",1.0,150.0
1670,New Life Line Multi speciality Hospital,"Kapra, Hyderabad",1.0,25.0
1671,Srinivasa Hospital,"Hayathnagar, Hyderabad",1.0,30.0
1672,SVK Hospital,"Jeedimetla, Hyderabad",1.0,20.0
1673,Konark Hospital,"Jeedimetla, Hyderabad",1.0,100.0
1674,The Deccan Hospital,"Somajiguda, Hyderabad",1.0,200.0
1675,Rainbow Children's Hospital,"Banjara Hills, Hyderabad",1.0,70.0
1676,Woodlands Hospital,"Barkatpura, Hyderabad",1.0,100.0
1677,OMNI Hospitals,"Kukatpally, Hyderabad",1.0,150.0
1678,Nikhil Hospitals,"Srinagar Colony, Hyderabad",1.0,50.0
1679,Oakridge Hospitals,"Madhapur, Hyderabad",1.0,100.0
1680,Apple Multi Speciality Hospital,"Tolichowki, Hyderabad",1.0,50.0
1681,Srinivasa Hospital,"Narayanguda, Hyderabad",1.0,100.0
1682,Krishna Hospital,"Maharani Peta, Visakhapatnam",1.0,40.0
