,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS
1511,Sri Nitya Hospitals,"Vanasthalipuram, Hyderabad",6.0,
1512,Bhaskara Hospital,"Jeedimetla, Hyderabad",37.0,
1513,Citizens Specialty Hospitals,"Lingampally, Hyderabad",4.0,250.0
1514,Apollo Hospitals,"Jubilee Hills, Hyderabad",1.0,
1515,Vijaya Vamsi Hospital,"Somajiguda, Hyderabad",2.0,10.0
1516,Swapna Hospital,"Dilsukhnagar, Hyderabad",1.0,59.0
1517,Princess Durru Shehvar Hospital - Porani Haveli,"Charminar, Hyderabad",3.0,
1518,Datta Saanvi Hospitals,"Old Bowenpally, Hyderabad",2.0,25.0
1519,Jeevan Sai Hospital,"Vanasthalipuram, Hyderabad",9.0,15.0
1520,Kamineni Hospitals,"King Koti, Hyderabad",1.0,150.0
1521,Sri Venkateswara Ayurvedic Hospital,"Yousufguda, Hyderabad",1.0,10.0
1522,Aarogya Hospital,"Nampally, Hyderabad",2.0,30.0
1523,Zoi Hospitals,"Somajiguda, Hyderabad",25.0,104.0
1524,Hyderabad Urology And Andrology Center,"Kothapet, Hyderabad",1.0,25.0
1525,Abhaya BBC Children Hopsital,"Vidyanagar, Hyderabad",12.0,
1526,Mother  And  Child Clinic,"Malakpet, Hyderabad",2.0,
1527,KS Hospital,"Old Bowenpally, Hyderabad",5.0,
1528,Thumbay Hospital New Life,"Malakpet, Hyderabad",43.0,150.0
1529,Githa Nature Cure & Yoga Hospital,"Kothapet, Hyderabad",6.0,5.0
1530,Venus Mother & Child Hospital,"Lal Bazaar, Hyderabad",11.0,15.0
1531,Amrutha Hospital,"Vidyanagar, Hyderabad",1.0,10.0
1532,New Life Line Multi speciality Hospital,"Kapra, Hyderabad",20.0,25.0
1533,Sudha Hospitals,"Malkajgiri, Hyderabad",12.0,
1534,Navodaya Hospitals,"Secunderabad, Hyderabad",3.0,50.0
1535,Maxcure Hospitals,"Saifabad, Hyderabad",4.0,200.0
1536,Srinivasa Hospital,"Hayathnagar, Hyderabad",7.0,30.0
1537,Nandini Hospitals,"Sainikpuri, Hyderabad",5.0,30.0
1538,Prerana Hospital ,"Kukatpally, Hyderabad",4.0,
1539,SVK Hospital,"Jeedimetla, Hyderabad",2.0,20.0
1540,Raksha Hospital,"LB Nagar, Hyderabad",4.0,
1541,Susheela Hospital,"Ramanthapur, Hyderabad",9.0,10.0
1542,Vignesh Nursing Home,"Kukatpally, Hyderabad",4.0,30.0
1543,Sushrutha Hospital,"SR Nagar, Hyderabad",5.0,
1544,Bhagyalatha Hospital - Eye Unit,"Vanasthalipuram, Hyderabad",6.0,15.0
1545,Sunrich Hospital,"Erragadda, Hyderabad",3.0,
1546,Srikara Hospitals,"Miyapur, Hyderabad",8.0,200.0
1547,Retreat Hospital,"Malakpet, Hyderabad",7.0,20.0
1548,Sharada Eye Care,"Vanasthalipuram, Hyderabad",15.0,
1549,Konark Hospital,"Jeedimetla, Hyderabad",57.0,100.0
1550,Lahari Super Speciality Dental Hospital,"Nizampet, Hyderabad",13.0,
1551,"Dental & Maxillofacial Surgery Centre , Apollo DRDO Hospital","Kanchanbagh, Hyderabad",7.0,
1552,Olive Hospital,"Mehdipatnam, Hyderabad",35.0,100.0
1553,Vasan Eye Care (Dilsukh Nagar),"Dilsukhnagar, Hyderabad",8.0,
1554,Medisys Hospitals,"LB Nagar, Hyderabad",1.0,250.0
1555,Sudha Nursing Home,"Safilguda, Hyderabad",1.0,25.0
1556,Apollo Spectra Hospital,"Kothaguda, Hyderabad",43.0,21.0
1557,Birthright By Rainbow,"Banjara Hills, Hyderabad",14.0,150.0
1558,Smile Miles Dental Hospital,"Begumpet, Hyderabad",17.0,
1559,Rainbow Children's Hospital,"Madhapur, Hyderabad",2.0,25.0
1560,Swathi Hospital,"Banjara Hills, Hyderabad",9.0,30.0
1561,Birthright By Rainbow,"Vikrampuri Colony, Hyderabad",1.0,60.0
1562,Rainbow Children's Hospital,"Hyder Nagar, Hyderabad",6.0,80.0
1563,Centre for Sight - Kukatpally,"Kukatpally, Hyderabad",1.0,
1564,Birthright By Rainbow,"Madhapur, Hyderabad",5.0,
1565,Rise Children Hospital ,"Mehdipatnam, Hyderabad",7.0,100.0
1566,Pumega Hospital	,"Erragadda, Hyderabad",10.0,
1567, Vivek Hospital ,"Saidabad, Hyderabad",11.0,
1568,Innova Hospital And Research Centre,"Tarnaka, Hyderabad",5.0,100.0
1569,Max Vision Eye Hospital,"Kukatpally, Hyderabad",2.0,10.0
1570,Induss Hospital,"Dilsukhnagar, Hyderabad",4.0,100.0
1571,Rainbow Children's Hospital,"Vikrampuri Colony, Hyderabad",1.0,
1572,American Oncology Institute,"Lingampally, Hyderabad",1.0,50.0
1573,The Deccan Hospital,"Somajiguda, Hyderabad",1.0,200.0
1574,Rainbow Children's Hospital,"Banjara Hills, Hyderabad",1.0,70.0
1575,Birthright By Rainbow,"Kondapur, Hyderabad",2.0,40.0
1576,Apollo Hospital,"Hyderguda, Hyderabad",1.0,200.0
1577,Birthright By Rainbow,"Hyder Nagar, Hyderabad",1.0,80.0
1578,Add Life Hospitals,"Kukatpally, Hyderabad",1.0,15.0
1579,Disha Childrens Hospital,"Vanasthalipuram, Hyderabad",9.0,20.0
1580,Woodlands Hospital,"Barkatpura, Hyderabad",1.0,100.0
1581,Apollo Clinics,"Jubilee Hills, Hyderabad",1.0,
1582,OMNI Hospitals,"Kukatpally, Hyderabad",1.0,150.0
1583,Maxi Vision Super Speciality Eye Hospitals,"Santosh Nagar, Hyderabad",6.0,10.0
1584,Care Hospitals,"Gachibowli, Hyderabad",14.0,250.0
1585,Ramya Nursing Home,"Old Bowenpally, Hyderabad",1.0,15.0
1586,MaxCure Suyosha Woman & Child Hospital,"Hitech City, Hyderabad",1.0,100.0
1587,Sunitha Children's Hospital,"Sagar Road, Hyderabad",1.0,50.0
1588,Seha Hospital,"Lakdikapul, Hyderabad",1.0,10.0
1589,Sigma Hospitals,"Dilsukhnagar, Hyderabad",2.0,50.0
1590,Nikhil Hospitals,"Srinagar Colony, Hyderabad",5.0,50.0
1591,Oakridge Hospitals,"Madhapur, Hyderabad",1.0,100.0
1592,Apple Multi Speciality Hospital,"Tolichowki, Hyderabad",2.0,50.0
1593,Srinivasa Hospital,"Narayanguda, Hyderabad",1.0,100.0
1594,Indo US Diabetes Research Center & Multi Specialty Hospital,"Malakpet, Hyderabad",1.0,140.0
1595,Sri Tirumala Maternity And Nursing Home,"Warasiguda, Hyderabad",2.0,15.0
1596,Dr. N. Usha Chaderghat Hospital,"Malakpet, Hyderabad",1.0,50.0
1597,Prashamsa Hospital,"Alwal, Hyderabad",2.0,20.0
1598,Ushodaya Hospital,"Kishanbagh, Hyderabad",2.0,50.0
1599,Sai Teja Hospital,"Saroor Nagar, Hyderabad",3.0,
1600,Dr Akram Ali Nursing Home,"Santosh Nagar, Hyderabad",2.0,10.0
1601,Freedom Multi Speciality And Chest Hospital,"LB Nagar, Hyderabad",1.0,15.0
1602,Medilife Hospital,"Mallepally, Hyderabad",3.0,4.0
1603,Dr. Mohan's Diabetes Specialities Centre,"Domalguda, Hyderabad",9.0,8.0
1604,Kakatiya Hospital,"Gachibowli, Hyderabad",2.0,30.0
1605,Rays Lifestyle Hospital,"Banjara Hills, Hyderabad",2.0,100.0
1606,Doctors Hospital,"Chaitanyapuri, Hyderabad",6.0,25.0
1607,Child Care Children Hospital,"Jeedimetla, Hyderabad",2.0,6.0
1608,Win Vision Eye Hospitals,"Begumpet, Hyderabad",1.0,10.0
1609,Supraja Hospitals,"Nagole, Hyderabad",1.0,100.0
1610,Sterling Super Speciality Hospitals,"Trimulgherry, Hyderabad",1.0,150.0
1611,Chenna Reddy Hospital,"Chanda Nagar, Hyderabad",2.0,10.0
1612,Huma Hospital,"Yakutpura, Hyderabad",1.0,20.0
1613,Safe Children Hospital,"Malakpet, Hyderabad",2.0,100.0
1614,Cocoon Hospital,"Langer House, Hyderabad",1.0,
1615,Pavithra Hospital,"Old Bowenpally, Hyderabad",1.0,20.0
1616,Rakshitha Hospital,"Dilsukhnagar, Hyderabad",2.0,50.0
1617,Janahita Hospital,"Jeedimetla, Hyderabad",1.0,55.0
1618,Gupta Hospital,"Old City, Hyderabad",1.0,22.0
1619,Mansoor Childrens Hospital,"Mallepally, Hyderabad",1.0,5.0
1620,Apex Hospitals,"Karmanghat, Hyderabad",1.0,
1621,Aravind Hospital,"Hayathnagar, Hyderabad",7.0,15.0
1622,Dr. Raja Shekar Reddy Laperoscopy Hospital,"LB Nagar, Hyderabad",2.0,
1623,Leaf Hospital,"Kondapur, Hyderabad",1.0,
1624,Shine Childrens Hospital,"LB Nagar, Hyderabad",2.0,50.0
1625,KGH Hospital,"Dilsukhnagar, Hyderabad",1.0,50.0
1626,Disha Childrens Hospital	,"LB Nagar, Hyderabad",1.0,
1627,Sarvani Hospital,"Santosh Nagar, Hyderabad",1.0,20.0
1628,Dr Mohans Diabetes Specialities Centre,"Jubilee Hills, Hyderabad",1.0,16.0
1629,Citi Neuro Centre,"Banjara Hills, Hyderabad",1.0,60.0
1630,Jayaa Hospital,"Miyapur, Hyderabad",4.0,
1631,Niyar Nursing Home,"Chandrayangutta, Hyderabad",5.0,15.0
1632,dr rama's fertility hospital,"Ameerpet, Hyderabad",2.0,
1633,Madhuri Maternity Nursing Home ,"Lingampally, Hyderabad",2.0,
1634,Maa ENT Hospital,"Balanagar, Hyderabad",1.0,4.0
1635,Global Animal Hospital,"Trimulgherry, Hyderabad",4.0,2.0
1636,Geetha Hospital,"Dilsukhnagar, Hyderabad",6.0,
1637,Shreya Hospital,"Borabanda, Hyderabad",1.0,20.0
1638,Sarayu Cosmetic and Plastic Surgery Clinic,"KPHB, Hyderabad",1.0,
1639,Shadan Hospital,"Gachibowli, Hyderabad",3.0,
1640,RamanaMoorthy Personnel Practice,"Gachibowli, Hyderabad",3.0,
1641,Padmaavathi Nethralaya Hospital,"Kukatpally, Hyderabad",6.0,5.0
1642,Vijay Hospital,"Dilsukhnagar, Hyderabad",1.0,
1643,Nikhil Hospitals,"Dilsukhnagar, Hyderabad",2.0,100.0
1644,Vet N Pet Hospital,"Jubilee Hills, Hyderabad",3.0,15.0
1645,Lakshmi Ayurveda Hospital,"Vanasthalipuram, Hyderabad",1.0,5.0
1646,Jayaprada Hospital,"Lothkunta, Hyderabad",2.0,20.0
1647,Sree Srinivasa ENT Care & Reasearch Institute,"Punjagutta, Hyderabad",2.0,10.0
1648,Sundari Maternity and General Hospital,"Alwal, Hyderabad",1.0,25.0
1649,Chaitanya Hospitals & Diagnostics,"Kushaiguda, Hyderabad",3.0,50.0
1650,Hyderabad Women And Children Hospital,"Mallepally, Hyderabad",2.0,2.0
1651,Metro Hospital,"Nizampet, Hyderabad",1.0,50.0
1652,Mother Theresa Hospital,"Secunderabad, Hyderabad",1.0,
1653,Sunshine Hospital,"Secunderabad, Hyderabad",14.0,
1654,Dr. Agarwals Eye Hospital,"Malakpet, Hyderabad",3.0,
1655,"Vasavi Hospital, General & Orthopaedic Hospital","Kothapet, Hyderabad",2.0,
1656,MEDS Hospital ,"Old City, Hyderabad",9.0,20.0
1657,Zoi Hospitals,"Attapur, Hyderabad",1.0,50.0
1658,My Nation Ayurvedic Village,"Chanchalguda, Hyderabad",1.0,20.0
1659,Vijay Krishna Nursing Home,"Sanath Nagar, Hyderabad",1.0,15.0
1660,Curewell Hospital,"Lakdikapul, Hyderabad",1.0,12.0
1661,Allwin Hospital,"Khairatabad, Hyderabad",2.0,15.0
1662,Renew Medical and Rehabilitation Center,"Begumpet, Hyderabad",6.0,
1663,Ramanthapur Hospital,"Ramanthapur, Hyderabad",2.0,
1664,Suraksha Women & Children Hospital,"Suchitra Circle, Hyderabad",2.0,
1665,Chanchalguda Hospital,"Chanchalguda, Hyderabad",1.0,15.0
1666,Siddhartha Hospital,"Afzalgunj, Hyderabad",1.0,
1667,Gandhi Hospital,"Musheerabad, Hyderabad",2.0,
1668,Vijay Hospital and Diagnostic Centre,"Chanda Nagar, Hyderabad",1.0,20.0
1669,Amma Eye Care Hospital,"LB Nagar, Hyderabad",2.0,
1670,Aruna Hospital,"Ecil, Hyderabad",4.0,50.0
1671,LIFE Slimming and Cosmetic Clinic,"Madhapur, Hyderabad",1.0,
1672,Shruti Hospital,"Old City, Hyderabad",1.0,10.0
1673,Safe Children's Hospital,"Malakpet, Hyderabad",1.0,
1674,Kirloskar Hospital,"Basheerbagh, Hyderabad",4.0,
1675,Sri Sri Holistic Hospital,"Nizampet, Hyderabad",1.0,
1676,Rishab Eye Centre,"Sainikpuri, Hyderabad",8.0,20.0
1677,Sri Santosh Hospital,"AS Rao Nagar, Hyderabad",1.0,50.0
1678,Hope Children Hospital,"Himayat Nagar, Hyderabad",2.0,
1679,Sudha Dental Hospital,"Srinagar Colony, Hyderabad",2.0,
1680,Apollo Clinic,"Nallakunta, Hyderabad",1.0,
1681,Orange Hospital,"LB Nagar, Hyderabad",2.0,
1682,Jeevan Hospital,"Karmanghat, Hyderabad",1.0,40.0
1683,ApoKos Rehabilitation Hospital,"Jubilee Hills, Hyderabad",1.0,70.0
1684,Vivekananda Hospital,"Somajiguda, Hyderabad",1.0,
1685,Ramanthapur Physiotherapy and Rehabilitation Clinic,"Ramanthapur, Hyderabad",1.0,
1686,Maxivision Super Speciality Eye Hospital,"AS Rao Nagar, Hyderabad",1.0,2.0
1687,Banjara12 Hospital,"Banjara Hills, Hyderabad",2.0,
1688,Pratibha Maternity and ENT Hospital,"Trimulgherry, Hyderabad",1.0,15.0
1689,Dentinova Dental Hospitals,"Nampally, Hyderabad",1.0,
1690,Dr.Ahmed's Ayurvedic Hospital,"Manikonda, Hyderabad",1.0,5.0
1691,Al-Shifa Mother & Child Hospital,"Langer House, Hyderabad",1.0,
1692,Atlantis Multi Speciality Hospital,"Mehdipatnam, Hyderabad",2.0,
1693,Nizampet  Dental  Hospital,"Nizampet, Hyderabad",1.0,
1694,Vijaya Multispeciality Hospital,"Secunderabad, Hyderabad",1.0,100.0
1695,Vital medical centre,"Jubilee Hills, Hyderabad",2.0,
1696,Kiran Hospital,"Secunderabad, Hyderabad",2.0,
1697,Vijaya Nursing Home,"Vanasthalipuram, Hyderabad",1.0,
1698,Maxi Vision Super Speciality Eye Hospital,"Begumpet, Hyderabad",2.0,20.0
1699,Carewell Diabetes and General Hospital,"Jeedimetla, Hyderabad",14.0,
1700,Maa ENT Hospital,"Erragadda, Hyderabad",1.0,
1701,Sunray Hospital,"Nizampet, Hyderabad",1.0,
1702,Dental City Super Speciality Dental Hospital,"East Marredpally, Hyderabad",1.0,
1703,Ohm Nursing Home,"Nacharam, Hyderabad",2.0,7.0
1704,Medivision Eye & Health Care Centre,"Masab Tank, Hyderabad",2.0,42.0
1705,M. S. Maternity And Nursing Home,"Tolichowki, Hyderabad",1.0,15.0
1706,Himabindu Multispeciality Hospital,"Sagar Road, Hyderabad",1.0,50.0
1707,Vijaya Hospital,"Ameerpet, Hyderabad",1.0,
1708,Panacea Meridian Hospital,"Chanda Nagar, Hyderabad",2.0,
1709,Y. Kishan Rao Balanagar Lions Eye Hospital,"Balanagar, Hyderabad",3.0,30.0
1710,Rising Sun Hospital,"Mehdipatnam, Hyderabad",1.0,
1711,Maa ENT Hospital,"Malkajgiri, Hyderabad",2.0,2.0
1712,Uma National Hospital,"Saidabad, Hyderabad",2.0,10.0
1713,Janasri Nursing Home,"Serilingampally, Hyderabad",2.0,5.0
1714,Asia Hospital,"Old City, Hyderabad",1.0,6.0
1715,Alnoor Maternity Hospital,"Erragadda, Hyderabad",2.0,15.0
1716,Sushma Nursing Home & Diagnostics,"Kukatpally, Hyderabad",2.0,
1717,Nithya Dental Hospital & Implant Center,"Ramanthapur, Hyderabad",2.0,
1718,Sri Maruthi Hospital,"Kanchanbagh, Hyderabad",1.0,15.0
1719,Ivory Oro-Care Dental Hospital,"SR Nagar, Hyderabad",1.0,
1720,Cure Hospital,"Old Bowenpally, Hyderabad",1.0,35.0
1721,K.G Hospital,"West Marredpally, Hyderabad",1.0,15.0
1722,Dr. Agarwal's Eye Hospital,"Himayat Nagar, Hyderabad",1.0,20.0
1723,Dr. Satish Reddy Surgical Clinic,"Secunderabad, Hyderabad",1.0,
1724,Ambaa Hospitals,"Langer House, Hyderabad",1.0,25.0
1725,Metro Hospital,"Nizampet, Hyderabad",1.0,20.0
1726,Jaffar Shariff General And Childrens Clinic,"Ramanthapur, Hyderabad",1.0,
1727,Good Care Nursing Home,"Borabanda, Hyderabad",1.0,5.0
1728,15 Bases Hospital,"Hayathnagar, Hyderabad",1.0,15.0
1729,Shadow Hospitals,"Hayathnagar, Hyderabad",1.0,20.0
1730,LifeSpring Hospital,"Padmarao Nagar, Hyderabad",1.0,
1731,City Dental Hospital,"Red Hills, Hyderabad",1.0,
1732,Krishna Institute of Medical Sciences,"Begumpet, Hyderabad",1.0,
1733,Srija Hospital,"Gachibowli, Hyderabad",1.0,
1734,Sri Priya Nursing Home,"SR Nagar, Hyderabad",1.0,
1735,Noble Nursing Home,"Miyapur, Hyderabad",1.0,10.0
1736,Healtheeliving E Solutions Pvt. Ltd.,"Secunderabad, Hyderabad",2.0,
1737,Tayeba Maternity Hospital,"Red Hills, Hyderabad",1.0,10.0
1738,Indo Us Superspeciality hospital,"Secunderabad, Hyderabad",1.0,
1739,Surya Dental Hospital & Implant Center,"Miyapur, Hyderabad",1.0,
1740,Panacea Meridian Hospital,"Ramachandrapuram, Hyderabad",1.0,
1741,Maa ENT Hospital,"Kothapet, Hyderabad",2.0,5.0
1742,Devishetty Hospital,"Trimulgherry, Hyderabad",1.0,
1743,Green Leaf Health Centre,"Kukatpally, Hyderabad",1.0,
1744,Padma Hospital,"Miyapur, Hyderabad",34.0,35.0
1745,Kamineni Fertility Centre,"King Koti, Hyderabad",2.0,50.0
1746,Padmavathi Children Hospital,"Sagar Road, Hyderabad",15.0,
1747,Center For Sight( Basheerbagh),"Basheerbagh, Hyderabad",21.0,6.0
1748,Mayflower Hospital For Women And Children,"Trimulgherry, Hyderabad",14.0,
1749,Sowmya Hospital,"Ram Nagar, Hyderabad",9.0,
1750,Manasa Hospital,"Padmarao Nagar, Hyderabad",16.0,5.0
1751,Nirvitha Hospital,"Beeramguda, Hyderabad",3.0,
1752,Tirumala Hospital,"Ramachandrapuram, Hyderabad",11.0,
1753,Sunshine Hospitals,"Secunderabad, Hyderabad",2.0,
1754,Kauser Hospital,"Jeedimetla, Hyderabad",2.0,
1755,Taraporewalla Nursing Home,"West Marredpally, Hyderabad",14.0,
1756,K. G. N Maternity Clinic,"Old City, Hyderabad",29.0,
1757,Aparna Maternity and General Clinic,"Nagole, Hyderabad",1.0,10.0
1758,Shree Laxmi Nursing Home,"Chanda Nagar, Hyderabad",2.0,10.0
1759,Dr. Naganna Clinic,"Boduppal, Hyderabad",7.0,
1760,"Anand International Hair transplantation, Cosmetology, Skin Hospital","Barkatpura, Hyderabad",3.0,
1761,Susheela Hospital,"Ramanthapur, Hyderabad",15.0,
1762,Gareeb Nawaz Hospital,"Falaknuma, Hyderabad",1.0,10.0
1763,Amaan Hospital,"Rajendra Nagar, Hyderabad",9.0,
1764,Raghavendra Hospital,"Bowenpally, Hyderabad",64.0,
1765,ESI Hospital,"Ramachandrapuram, Hyderabad",2.0,
1766,Dr.chaitanya's Ayurveda Hospital,"Moti Nagar, Hyderabad",3.0,
1767,Vivekananda Hospital,"Begumpet, Hyderabad",1.0,
1768,Dent Dept MEDICITI HOSPITAL,"Medchal, Hyderabad",10.0,
1769,Happy Children's Hospital,"Jeedimetla, Hyderabad",7.0,
1770,Ratna Maternity & Nursing Home ,"Saidabad, Hyderabad",1.0,20.0
1771,Dr.Mohan Diabetics Hospital,"Secunderabad, Hyderabad",1.0,
1772,Mahaveer Hospital,"Banjara Hills, Hyderabad",10.0,
1773,Mitra Hospital,"Musheerabad, Hyderabad",6.0,
1774,Bhagyalatha Hospital,"Hayathnagar, Hyderabad",13.0,
1775,Aashritha Hospital,"Nacharam, Hyderabad",4.0,100.0
1776,JANANII HOSPITAL,"Ramanthapur, Hyderabad",1.0,15.0
1777,Sri Aravindo Sevakendra,"Jodhpur Park, Kolkata",1.0,
1778,AMRI Hospital,"Mukundapur, Kolkata",2.0,
1779,Charnock Hospital,"Teghoria, Kolkata",1.0,5.0
1780,Amri Hospitals,"Salt Lake, Kolkata",1.0,210.0
1781,Woodlands Multispeciality Hospital,"Alipore, Kolkata",61.0,100.0
1782,Bhagirathi Neotia Woman & Child Care Centre,"Park Street, Kolkata",2.0,
1783,Columbia Asia Hospitals,"Salt Lake, Kolkata",33.0,100.0
1784,Vision Care Hospital-Mukundapur,"Mukundapur, Kolkata",2.0,
1785,Rabindranath Tagore International Institute of Cardiac Sciences,"Mukundapur, Kolkata",58.0,
1786,Genesis Hospital,"Kasba, Kolkata",65.0,5.0
1787,EEDF Hospital,"Jodhpur Park, Kolkata",26.0,130.0
1788,RUBY Hospital,"Kasba, Kolkata",11.0,100.0
1789,Belle Vue Clinic,"Minto Park, Kolkata",18.0,6.0
1790,Nightingale Hospital,"Shakespeare Sarani, Kolkata",45.0,
1791,National Neurosciences Centre,"Panchasayar, Kolkata",37.0,
1792,ILS Hospital,"Salt Lake, Kolkata",3.0,
1793,Disha Eye Hospital,"Barrackpore, Kolkata",56.0,5.0
1794,AMRI Hospital,"Dhakuria, Kolkata",14.0,1000.0
1795,Rabindranath Tagore Surgical Centre Hiland Park,"Garia, Kolkata",2.0,8.0
1796,North City Hospital,"Ultadanga, Kolkata",4.0,110.0
1797,Hindustan Health Point,"Garia, Kolkata",19.0,100.0
1798,Apex General Hospital,"Baguihati, Kolkata",2.0,
1799,Narayana Multispeciality Hospital,"Barasat, Kolkata",17.0,145.0
1800,Sahid Khudiram Bose Hospital,"Belgharia, Kolkata",46.0,60.0
1801,Binayak Multispeciality Hospital,"Dumdum, Kolkata",16.0,100.0
1802,B P Poddar Hospital & Medical Research,"New Alipore, Kolkata",7.0,205.0
1803,SVS Marwari Hospital,"Raja Ram Mohan Sarani, Kolkata",2.0,150.0
1804,Birati Municipal Hospital,"Dumdum, Kolkata",32.0,75.0
1805,ILS Hospitals,"Dumdum Road, Kolkata",19.0,130.0
1806,Fortis Hospital and Kidney Institute,"Rash Behari Avenue, Kolkata",25.0,100.0
1807,Lotus Hospital,"Rajarhat, Kolkata",42.0,25.0
1808,"Zenith Superspecialist Hospital, Belgharia","Belgharia, Kolkata",3.0,
1809,Naba Jiban Hospital,"Shyambazar, Kolkata",9.0,10.0
1810,Eskag Sanjeevani Hospital,"Baghbazar, Kolkata",5.0,
1811,Techno Global Hospital,"Barrackpore, Kolkata",18.0,130.0
1812,Sanjivani Hospital,"Baghbazar, Kolkata",5.0,
1813,ILF Hospital,"Dumdum, Kolkata",12.0,
1814,Noble Hospital,"Hadapsar, Pune",3.0,341.0
1815,Rhythm Healthcare,"Pimple Saudagar, Pune",4.0,6.0
1816,Sahyadri Hospitals,"Deccan Gymkhana, Pune",35.0,200.0
1817,Galaxy Hospital,"Pimple Saudagar, Pune",63.0,10.0
1818,Shashwat Hospital,"Kothrud, Pune",1.0,30.0
1819,Deenanath Mangeshkar Hospital,"Erandwane, Pune",132.0,700.0
1820,Shashwat Hospital,"Aundh, Pune",13.0,60.0
1821,Lotus Multispeciality Hospital,"Pimple Saudagar, Pune",1.0,40.0
1822,Columbia Asia Hospital,"Kharadi, Pune",6.0,50.0
1823,Apollo Jehangir Hospital,"Bund Garden, Pune",10.0,
1824,Maharashtra Medical Foundation - Joshi Hospital,"Shivaji Nagar, Pune",7.0,110.0
1825,Orchid Hospital,"Lohegaon, Pune",20.0,60.0
1826,Inlaks and Budhrani Hospital,"Koregaon Park, Pune",8.0,
1827,Niramaya Hospital,"Chinchwad, Pune",4.0,
1828,Harsh Hospital,"Market Yard, Pune",1.0,15.0
1829,National Institute Of Ophthalmology,"Shivaji Nagar, Pune",13.0,16.0
1830,Dhanwantari Hospital,"Nigdi, Pune",25.0,30.0
1831,Hiremath Hospital,"Chinchwad, Pune",2.0,15.0
1832,Krishna Hospital,"Kothrud, Pune",10.0,40.0
1833,Sahyadri Hospital,"Hadapsar, Pune",3.0,20.0
1834,Surya Mother & Child Super Speciality Hospital,"Wakad, Pune",27.0,100.0
1835,Vinod Memorial Multispeciality Hospital,"Vishrantwadi, Pune",1.0,
1836,Kidney & Urology Super-Speciality Clinic,"Rasta Peth, Pune",2.0,8.0
1837,Sahyadri Hospital,"Kothrud, Pune",5.0,30.0
1838,Kedarnath General Hospital,"Vishrantwadi, Pune",1.0,24.0
1839,Medipoint Hospital,"Aundh, Pune",33.0,102.0
1840,ACE Hospital,"Erandwane, Pune",1.0,40.0
1841,Alpha Superspeciality Hospital,"Wakad, Pune",5.0,15.0
1842,Shree Shakti Hospital,"Pimple Saudagar, Pune",1.0,
1843,OHF - Om Shree Swami Samarth Hospital,"Chinchwad, Pune",13.0,20.0
1844,Chaitanya Hospital,"Chinchwad, Pune",6.0,
1845,Shreeyash Hospital,"Deccan Gymkhana, Pune",4.0,3.0
1846,Satyanand Hospital - Kondhwa,"Kondhwa, Pune",23.0,36.0
1847,Salunke Hospital,"Wadgaon Sheri, Pune",7.0,12.0
1848,Sai Multispeciality Hospital,"Hadapsar, Pune",2.0,30.0
1849,Sancheti Hospital,"Shivaji Nagar, Pune",42.0,200.0
1850,Poona Hospital And Research Centre,"Sadashiv Peth, Pune",95.0,
1851,Ashwini Hospital,"Chinchwad, Pune",2.0,10.0
1852,Ruby Hall Clinic,"Dhole Patil Road, Pune",2.0,550.0
1853,Ashwin Medical Foundation's Moraya Multispeciality Hospital,"Chinchwad, Pune",32.0,50.0
1854,Pune Netralaya,"Aundh, Pune",1.0,1.0
1855,AIMS Hospital,"Aundh, Pune",5.0,
1856,Polaris Healthcare,"Wakad, Pune",2.0,15.0
1857,Serene Hospital,"Vishrantwadi, Pune",10.0,26.0
1858,Ratna Memorial Hospital,"Senapati Bapat Marg, Pune",8.0,75.0
1859,Om Hospital,"Bhosari, Pune",2.0,
1860,"Dwidal Hospital, Karve Road","Karve Nagar, Pune",13.0,
1861,Lokmanya Hospital,"Nigdi, Pune",4.0,110.0
1862,N M Wadia Institute of Cardiology,"Bund Garden, Pune",4.0,58.0
1863,Sai Sneh Hospital & Diagnostic Center Pvt. Ltd,"Satara Road, Pune",20.0,31.0
1864,Ameya Clinic,"Erandwane, Pune",7.0,20.0
1865,Chellaram Diabetes Hospital,"Bavdhan, Pune",10.0,60.0
1866,Asian Eye Hospital,"Dhole Patil Road, Pune",18.0,10.0
1867,Giriraj Hospital & Intensive Care Unit,"Baramati, Pune",3.0,
1868,Viraj Eye Hospital,"Kharadi, Pune",4.0,
1869,Kataria Hospital,"Yerwada, Pune",7.0,20.0
1870,Meera Hospital,"Camp, Pune",8.0,
1871,Mahaveer Super Speciality Eye Hospital and Laser Centre,"Camp, Pune",5.0,2.0
1872,Sahyadri Hospital,"Bibvewadi, Pune",10.0,31.0
1873,Aditya Birla Memorial Hospital,"Chinchwad, Pune",1.0,
1874,Bhalerao Ent Hospital,"Akurdi, Pune",2.0,
1875,Usha Hospital,"Hadapsar, Pune",1.0,8.0
1876,Lifeline Speciality Hospital,"Wagholi, Pune",3.0,
1877,Shetiya Hospital And Komal Nursing Home,"Vishrantwadi, Pune",5.0,25.0
1878,Kelkar Nursing Home,"Deccan Gymkhana, Pune",1.0,4.0
1879,Sanjeevan Hospital,"Karve Nagar, Pune",5.0,105.0
1880,"Shrigiri Hospital & Heart Care Centre, Gadital","Hadapsar, Pune",2.0,
1881,Mantri Hospital,"Erandwane, Pune",3.0,10.0
