,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS
1492,Dr Shah's Garbhasanskar Hospital,"Dadar, Mumbai",2.0,6.0
1493,SHREEDHAR HOSPITAL,"Dadar, Mumbai",2.0,6.0
1494,Aashirwad Hospital,"Andheri West, Mumbai",1.0,6.0
1495,Asia Hospital,"Old City, Hyderabad",1.0,6.0
1496,Siddhivinayak Hospital,"Kandivali East, Mumbai",2.0,6.0
1497,Villivakkam Health Centre,"Villivakkam, Chennai",3.0,5.0
1498,An - Noor Eye Hospital,"Periyamet, Chennai",29.0,5.0
1499,Srushti Fertility Centre & Women's Hospital,"Ramapuram, Chennai",14.0,5.0
1500,Manasa Hospital,"Padmarao Nagar, Hyderabad",1.0,5.0
1501,Bhavna Maternity & Nursing Home,"Ghatkopar West, Mumbai",3.0,5.0
1502,Magna Code,"Jubilee Hills, Hyderabad",6.0,5.0
1503,Kamath Nursing home,"Banaswadi, Bangalore",2.0,5.0
1504,People's Hospital,"Pragathi Nagar, Hyderabad",4.0,5.0
1505,Jeevan Jyoti Hospital,"Okhla, Delhi",2.0,5.0
1506,Dr. Sunil Ugile's Piles Clinic(Ashutosh Hospital),"Kalewadi, Pune",4.0,5.0
1507,Magadh Hospita,"Delhi, Delhi",1.0,5.0
1508,Apex Hospital,"Borivali West, Mumbai",4.0,5.0
1509,Devashri Hospital,"Padmavati, Pune",1.0,5.0
1510,Raj Nursing Home,"Mogappair East, Chennai",4.0,5.0
1511,Sanjeevani Hospital,"Chinchwad, Pune",2.0,5.0
1512,Spandana Hospital For Mother And Child,"Ramamurthy Nagar, Bangalore",2.0,5.0
1513,Orient Eye Hospital,"Mehdipatnam, Hyderabad",2.0,5.0
1514,New Noor Hospital,"Kurla West, Mumbai",10.0,5.0
1515,Jain Hospital,"Goregaon West, Mumbai",2.0,5.0
1516,Bhoir Hospital,"Thergaon, Pune",1.0,5.0
1517,Dr Poonam Chawla Maternity Home,"Vikas Puri, Delhi",6.0,5.0
1518,GarbhaGudi IVF Center,"Kalyan Nagar, Bangalore",7.0,5.0
1519,Dr.Ahmed's Ayurvedic Hospital,"Manikonda, Hyderabad",1.0,5.0
1520,Ganapati Hospital And Maternity Center,"Sector 108, Noida",3.0,5.0
1521,Redefine Plastic and Cosmetic Surgery Center,"Kothapet, Hyderabad",2.0,5.0
1522,The Vein Center - Sushrut Hospital,"Andheri East, Mumbai",2.0,5.0
1523,Sanghvi Hospital,"Andheri West, Mumbai",4.0,5.0
1524,Netra Eye Hospital,"Uttam Nagar, Delhi",3.0,5.0
1525,Sukhija Nursing Home,"Vivek Vihar, Delhi",4.0,5.0
1526,Disha Hospital,"Ghatkopar West, Mumbai",3.0,5.0
1527,Miracle Advanced Reproductive Centre,"Kilpauk, Chennai",1.0,5.0
1528,Care Medical Centre,"Pahar Ganj, Delhi",2.0,5.0
1529,Vraj Psychiatry Hospital,"Sabarmati, Ahmedabad",2.0,5.0
1530,KLS Memorial Hospital,"Vileparle West, Mumbai",5.0,5.0
1531,Talasila Super Speciality Dental Hospital,"Gajuwaka, Visakhapatnam",6.0,5.0
1532,Waltair Multicare Hospital,"Waltair R S, Visakhapatnam",1.0,5.0
1533,Good Care Nursing Home,"Borabanda, Hyderabad",2.0,5.0
1534,M.M.Dental Care,"Alwarpet, Chennai",3.0,5.0
1535,Janasri Nursing Home,"Serilingampally, Hyderabad",1.0,5.0
1536,Navkar ENT Hospital,"Paldi, Ahmedabad",1.0,5.0
1537,Raghvansh Hospital,"Kalyanpur, Lucknow",1.0,5.0
1538,Suman Hospital,"Thiruvottiyur, Chennai",2.0,5.0
1539,Om Imaging Centre & E.N.T Hospital,"Amroli, Surat",2.0,5.0
1540,All India Institute Of Medical Sciences,"Ansari Nagar, Delhi",6.0,5.0
1541,Vadapalani Hospital,"Vadapalani, Chennai",1.0,5.0
1542,Bhartiya Arogya Nidhi Hospital,"Juhu, Mumbai",17.0,5.0
1543,Mantra Kerali Ayurvedic Hospital,"Saroor Nagar, Hyderabad",26.0,5.0
1544,Healing Touch Hospital,"Mehdipatnam, Hyderabad",14.0,5.0
1545,Githa Nature Cure & Yoga Hospital,"Kothapet, Hyderabad",2.0,5.0
1546,Sakthi Hospital,"Royapuram, Chennai",1.0,5.0
1547,Motherhood Hospital Chennai,"Alwarpet, Chennai",4.0,5.0
1548,Koncept Hospitals,"Kodambakkam, Chennai",1.0,5.0
1549,Anjani Women's Day Care Hospital,"HRBR Layout, Bangalore",2.0,5.0
1550,Raj Retina & Eye Care Centre,"Patna, Patna",2.0,5.0
1551,Maa ENT Hospital,"Kothapet, Hyderabad",1.0,5.0
1552,Shree ENT Nursing Home,"Vileparle East, Mumbai",1.0,5.0
1553,Sahawas Hospital,"Karve Nagar, Pune",1.0,5.0
1554,Micro Care Skin and ENT Hospital,"Jubilee Hills, Hyderabad",1.0,5.0
1555,Gavane Hospital,"Wakad, Pune",1.0,5.0
1556,S. D. Hospital,"Delhi, Delhi",2.0,5.0
1557,Visa Hospital - T Nagar,"T Nagar, Chennai",1.0,5.0
1558,Srushti Fertility Hospital & Womens Clinic,"Kotturpuram, Chennai",10.0,5.0
1559,New Life Fertility & IVF Centre,"Nanganallur, Chennai",1.0,5.0
1560,Disha Eye Hospital,"Barrackpore, Kolkata",3.0,5.0
1561,Hitech Kidney Stone Hospital,"Kumara Park West, Bangalore",4.0,5.0
1562,CMRA Hospital,"Kundalahalli, Bangalore",6.0,5.0
1563,Genesis Hospital,"Kasba, Kolkata",2.0,5.0
1564,Westend Speciality Petcare And Nursing Center,"Seshadripuram, Bangalore",28.0,5.0
1565,Siddhant Maternity Home,"Satara Road, Pune",6.0,5.0
1566,Mansoor Childrens Hospital,"Mallepally, Hyderabad",2.0,5.0
1567,Matru Seva Hospital,"Nana Peth, Pune",3.0,5.0
1568,Shankar Nursing Home,"KR Puram, Bangalore",2.0,5.0
1569,Lakshmi Ayurveda Hospital,"Vanasthalipuram, Hyderabad",1.0,5.0
1570,Rathod Orthopaedic Hospital,"Borivali West, Mumbai",5.0,5.0
1571,Jeevanshree Hospital,"Chandan Nagar, Pune",5.0,5.0
1572,Unity Hospital,"Rajarajeshwarinagar, Bangalore",2.0,5.0
1573,KKR ENT Super Speciality Hospital,"Maduravoyal, Chennai",3.0,5.0
1574,Param Tej Sehra Medical Centre,"Punjabi Bagh, Delhi",1.0,5.0
1575,Sai Krupa Multi Speciality Dental Care Hospital,"Basaveshwaranagar, Bangalore",1.0,5.0
1576,Devi Eye Hospital,"HSR Layout, Bangalore",1.0,5.0
1577,Padmaavathi Nethralaya Hospital,"Kukatpally, Hyderabad",2.0,5.0
1578,Charnock Hospital,"Teghoria, Kolkata",15.0,5.0
1579,HCG - Health Care Global,"Sampangiramnagar, Bangalore",22.0,5.0
1580,Zed Dental Hospital,"Punjabi Bagh, Delhi",4.0,5.0
1581,RR Dental Hospital,"Vadapalani, Chennai",3.0,5.0
1582,Divyadristhi Eye Hospital,"Vijayanagar, Bangalore",2.0,5.0
1583,Gujar Hospital,"Ambegaon, Pune",3.0,4.0
1584,Lalitha Nursing Home,"Alwarthirunagar, Chennai",1.0,4.0
1585,Samadhan Hospital,"Sion West, Mumbai",3.0,4.0
1586,Vinayaka speciality hospital,"Bommanahalli, Bangalore",1.0,4.0
1587,Indira Maternity Home,"JM Road, Pune",3.0,4.0
1588,CEDS Eye Hospital,"Bandra West, Mumbai",3.0,4.0
1589,Dr Bharti Nursing Home,"Delhi, Delhi",3.0,4.0
1590,Patients First (A Unit of Shraddha Health Care),"Koramangala 1 Block, Bangalore",3.0,4.0
1591,Atharva Nursing Home,"Pimple Nilakh, Pune",1.0,4.0
1592,Lunkad Hospital,"Yerwada, Pune",5.0,4.0
1593,Kelkar Nursing Home,"Deccan Gymkhana, Pune",4.0,4.0
1594,Krishnadeep Hospital,"Nalasopara West, Mumbai",1.0,4.0
1595,O.P Memorial Hospital,"Rohini, Delhi",1.0,4.0
1596,Park Nursing Home,"Ranjit Nagar, Delhi",1.0,4.0
1597,Saidhan Eye Hospital ,"Mulund East, Mumbai",1.0,4.0
1598,Sneh Nursing Home,"Andheri, Mumbai",2.0,4.0
1599,Speciality ENT Hospital,"Kandivali East, Mumbai",5.0,4.0
1600,Maa ENT Hospital,"Balanagar, Hyderabad",1.0,4.0
1601,Dr. Agarwal's Eye Hospital,"Frazer Town, Bangalore",1.0,4.0
1602,Shakthi Maternity Centre,"Ayanavaram, Chennai",1.0,4.0
1603,Sanjay Global Hospital,"Jahangirpuri, Delhi",1.0,4.0
1604,N.N. Hospital,"Tambaram West, Chennai",2.0,4.0
1605,Aditi Hospital,"Mulund West, Mumbai",6.0,4.0
1606,Cloudnine Clinic,"Brookefield, Bangalore",1.0,4.0
1607,KSAC Hospital,"Koramangala 6 Block, Bangalore",2.0,4.0
1608,Friends Hospital,"Rohini, Delhi",1.0,4.0
1609,Centre for Sight - Rajouri Garden,"Rajouri Garden, Delhi",2.0,4.0
1610,Medilife Hospital,"Mallepally, Hyderabad",6.0,4.0
1611,Family Hospital Pvt. Ltd.,"Tilak Nagar, Delhi",2.0,3.0
1612,Kensington Hospital - Kilpauk,"Kilpauk, Chennai",5.0,3.0
1613,Malhotra Nursing Home,"Mayur Vihar Ph-II, Delhi",6.0,3.0
1614,BSA Nursing Home,"Bannerghatta Road, Bangalore",13.0,3.0
1615,Parekh Eye Hospital,"Bandra, Mumbai",3.0,3.0
1616,P.K.Child Care Hospital,"Porur, Chennai",1.0,3.0
1617,Shreeyash Hospital,"Deccan Gymkhana, Pune",5.0,3.0
1618,Radha Krishna Pavan Nursing Home,"Sriharipuram, Visakhapatnam",1.0,3.0
1619,Excel ENT Hospital,"Ghatkopar East, Mumbai",7.0,3.0
1620,Sri Vinayaka Nursing Home,"HAL 2nd Stage, Bangalore",2.0,3.0
1621,Hitech Kidney Stone Hospital,"Jayanagar 7 Block, Bangalore",1.0,3.0
1622,Amrita ENT Head and Neck Hospital,"KPHB, Hyderabad",3.0,3.0
1623,Mehta International Eye Institute,"Colaba, Mumbai",1.0,3.0
1624,Universal Eye Clinic,"Wadala, Mumbai",2.0,2.0
1625,Krishna Children's Hospital,"Akkayyapalem, Visakhapatnam",1.0,2.0
1626,Saidharm Eye Hospital,"Katargam, Surat",1.0,2.0
1627,SKS Pet Hospital,"Kottivakkam, Chennai",1.0,2.0
1628,E.G.Hospital,"Choolai, Chennai",1.0,2.0
1629,Prakasah Netralaya,"Kothrud, Pune",3.0,2.0
1630,5th Sense Animal Health Care,"Baner, Pune",1.0,2.0
1631,Aalayaa Hospital,"Vadapalani, Chennai",6.0,2.0
1632,Shobha Hospital,"BTM Layout, Bangalore",26.0,2.0
1633,Hyderabad Women And Children Hospital,"Mallepally, Hyderabad",5.0,2.0
1634,Prasad Eye Hospital,"Koramangala, Bangalore",1.0,2.0
1635,Parnami Orthopaedic Hospital,"Azadpur, Delhi",2.0,2.0
1636,Maa ENT Hospital,"Malkajgiri, Hyderabad",2.0,2.0
1637,Sai Vinayak Dental Hospital,"Shalimar Bagh, Delhi",1.0,2.0
1638,Sparsh Hospital,"Delhi, Delhi",12.0,2.0
1639,Rao Dental Hospital,"Tilak Nagar, Delhi",1.0,2.0
1640,Global Animal Hospital,"Trimulgherry, Hyderabad",2.0,2.0
1641,Shree Ayurveda Hospital,"Varachha Road, Surat",1.0,2.0
1642,Vasan Eye Care Hospital,"Vijayanagar, Bangalore",1.0,2.0
1643,Prakruthi Veterinary Hospital,"Banashankari, Bangalore",1.0,2.0
1644,Jain Eye Hospital And Laser Centre,"Shalimar Bagh, Delhi",1.0,2.0
1645,Eye Q Super Speciality Eye Hospitals,"Shalimar Bagh, Delhi",4.0,2.0
1646,Vision Eye Hospital,"Rohini, Delhi",24.0,2.0
1647,Netra Eye Hospital,"Dwarka, Delhi",1.0,2.0
1648,Nityaseva Hospital,"Sangvi, Pune",1.0,2.0
1649,Sadhu Kamal Eye Hospital,"Lamington Road, Mumbai",1.0,2.0
1650,SKS Pet Hospital,"Neelankarai, Chennai",1.0,2.0
1651,CP Vet Hospital,"Delhi, Delhi",2.0,2.0
1652,Rahman Hospital,"Delhi, Delhi",2.0,2.0
1653,Arylok Hospital,"Sinhagad Road, Pune",1.0,2.0
1654,"Sarpotdar Eye Hospital, Kothrud","Kothrud, Pune",1.0,2.0
1655,Narurkar ENT Hospital,"Chembur East, Mumbai",1.0,2.0
1656,Patil Eye Hospital,"Bhosari, Pune",1.0,2.0
1657,Usha Kiran Eye Hospital,"Thergaon, Pune",1.0,2.0
1658,B T Hospital,"Mukherjee Nagar, Delhi",1.0,2.0
1659,Maxivision Super Speciality Eye Hospital,"AS Rao Nagar, Hyderabad",2.0,2.0
1660,Chitale E.N.T Hospital,"Sadashiv Peth, Pune",7.0,2.0
1661,Surya Fertility Centre,"T Nagar, Chennai",1.0,2.0
1662,Dr. Agarwal's Eye Hospital,"Padmanabhanagar, Bangalore",3.0,2.0
1663,Mahaveer Super Speciality Eye Hospital and Laser Centre,"Camp, Pune",1.0,2.0
1664,SKS Veterinary Hospital,"Abhiramapuram, Chennai",2.0,2.0
1665,Lucknow Unani Hospital,"Mahanagar, Lucknow",1.0,2.0
1666,Rajan Eye Care Hospital,"Adyar, Chennai",1.0,2.0
1667,M.V. Centre For Diabetes,"Velachery, Chennai",1.0,2.0
1668,Devi Nursing Home,"Koramangala 2 Block, Bangalore",1.0,1.0
1669,M.V. Centre For Diabetes,"Koramangala, Bangalore",2.0,1.0
1670,Malar Eye Care,"Adyar, Chennai",1.0,1.0
1671,PVR Dental Hospital,"Nanganallur, Chennai",1.0,1.0
1672,Pune City Eye Clinic,"Camp, Pune",2.0,1.0
1673,Karunya Hospital,"Medavakkam, Chennai",1.0,1.0
1674,Deshpande Eye Hospital & Laser Center,"Paud Road, Pune",1.0,1.0
1675,Dr Arya's Dental Hospital,"Bhajanpura, Delhi",1.0,1.0
1676,Kalpana Hospital,"Velachery, Chennai",1.0,1.0
1677,Pune Netralaya,"Aundh, Pune",1.0,1.0
1678,Shivas Eye Care Hospital,"Anna Nagar, Chennai",1.0,1.0
1679,Gunasheela Fertility Centre,"Koramangala 3 Block, Bangalore",4.0,1.0
1680,SMT Shakuntala Patil Eye Hospital & Shakuntala Vision Care,"Basavanagudi, Bangalore",9.0,1.0
1681,Maharaja Agrasen Hospital,"Dwarka, Delhi",1.0,1.0
1682,Vaigai ENT,"Washermenpet, Chennai",1.0,1.0
