,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS
1651,Metro Hospital,"Nizampet, Hyderabad",1,50
1652,Mother Theresa Hospital,"Secunderabad, Hyderabad",1,
1653,Sunshine Hospital,"Secunderabad, Hyderabad",14,
1654,Dr. Agarwals Eye Hospital,"Malakpet, Hyderabad",3,
1655,"Vasavi Hospital, General & Orthopaedic Hospital","Kothapet, Hyderabad",2,
1656,MEDS Hospital ,"Old City, Hyderabad",1,20
1657,Zoi Hospitals,"Attapur, Hyderabad",1,50
1658,My Nation Ayurvedic Village,"Chanchalguda, Hyderabad",1,20
1659,Vijay Krishna Nursing Home,"Sanath Nagar, Hyderabad",1,15
1660,Curewell Hospital,"Lakdikapul, Hyderabad",1,12
1661,Allwin Hospital,"Khairatabad, Hyderabad",1,15
1662,Renew Medical and Rehabilitation Center,"Begumpet, Hyderabad",6,
1663,Ramanthapur Hospital,"Ramanthapur, Hyderabad",2,
1664,Suraksha Women & Children Hospital,"Suchitra Circle, Hyderabad",2,
1665,Chanchalguda Hospital,"Chanchalguda, Hyderabad",1,15
1666,Siddhartha Hospital,"Afzalgunj, Hyderabad",1,
1667,Gandhi Hospital,"Musheerabad, Hyderabad",2,
1668,Vijay Hospital and Diagnostic Centre,"Chanda Nagar, Hyderabad",1,20
1669,Amma Eye Care Hospital,"LB Nagar, Hyderabad",2,
1670,Aruna Hospital,"Ecil, Hyderabad",1,50
1671,LIFE Slimming and Cosmetic Clinic,"Madhapur, Hyderabad",1,
1672,Shruti Hospital,"Old City, Hyderabad",1,10
1673,Safe Children's Hospital,"Malakpet, Hyderabad",1,
1674,Kirloskar Hospital,"Basheerbagh, Hyderabad",4,
1675,Sri Sri Holistic Hospital,"Nizampet, Hyderabad",1,
1676,Rishab Eye Centre,"Sainikpuri, Hyderabad",1,20
1677,Sri Santosh Hospital,"AS Rao Nagar, Hyderabad",1,50
1678,Hope Children Hospital,"Himayat Nagar, Hyderabad",2,
1679,Sudha Dental Hospital,"Srinagar Colony, Hyderabad",2,
1680,Apollo Clinic,"Nallakunta, Hyderabad",1,
1681,Orange Hospital,"LB Nagar, Hyderabad",2,
1682,Jeevan Hospital,"Karmanghat, Hyderabad",1,40
1683,ApoKos Rehabilitation Hospital,"Jubilee Hills, Hyderabad",1,70
1684,Vivekananda Hospital,"Somajiguda, Hyderabad",1,
1685,Ramanthapur Physiotherapy and Rehabilitation Clinic,"Ramanthapur, Hyderabad",1,
1686,Maxivision Super Speciality Eye Hospital,"AS Rao Nagar, Hyderabad",1,2
1687,Banjara12 Hospital,"Banjara Hills, Hyderabad",2,
1688,Pratibha Maternity and ENT Hospital,"Trimulgherry, Hyderabad",1,15
1689,Dentinova Dental Hospitals,"Nampally, Hyderabad",1,
1690,Dr.Ahmed's Ayurvedic Hospital,"Manikonda, Hyderabad",1,5
1691,Al-Shifa Mother & Child Hospital,"Langer House, Hyderabad",1,
1692,Atlantis Multi Speciality Hospital,"Mehdipatnam, Hyderabad",2,
1693,Nizampet  Dental  Hospital,"Nizampet, Hyderabad",1,
1694,Vijaya Multispeciality Hospital,"Secunderabad, Hyderabad",1,100
1695,Vital medical centre,"Jubilee Hills, Hyderabad",2,
1696,Kiran Hospital,"Secunderabad, Hyderabad",2,
1697,Vijaya Nursing Home,"Vanasthalipuram, Hyderabad",1,
1698,Maxi Vision Super Speciality Eye Hospital,"Begumpet, Hyderabad",1,20
1699,Carewell Diabetes and General Hospital,"Jeedimetla, Hyderabad",14,
1700,Maa ENT Hospital,"Erragadda, Hyderabad",1,
1701,Sunray Hospital,"Nizampet, Hyderabad",1,
1702,Dental City Super Speciality Dental Hospital,"East Marredpally, Hyderabad",1,
1703,Ohm Nursing Home,"Nacharam, Hyderabad",1,7
1704,Medivision Eye & Health Care Centre,"Masab Tank, Hyderabad",1,42
1705,M. S. Maternity And Nursing Home,"Tolichowki, Hyderabad",1,15
1706,Himabindu Multispeciality Hospital,"Sagar Road, Hyderabad",1,50
1707,Vijaya Hospital,"Ameerpet, Hyderabad",1,
1708,Panacea Meridian Hospital,"Chanda Nagar, Hyderabad",2,
1709,Y. Kishan Rao Balanagar Lions Eye Hospital,"Balanagar, Hyderabad",1,30
1710,Rising Sun Hospital,"Mehdipatnam, Hyderabad",1,
1711,Maa ENT Hospital,"Malkajgiri, Hyderabad",1,2
1712,Uma National Hospital,"Saidabad, Hyderabad",1,10
1713,Janasri Nursing Home,"Serilingampally, Hyderabad",1,5
1714,Asia Hospital,"Old City, Hyderabad",1,6
1715,Alnoor Maternity Hospital,"Erragadda, Hyderabad",1,15
1716,Sushma Nursing Home & Diagnostics,"Kukatpally, Hyderabad",2,
1717,Nithya Dental Hospital & Implant Center,"Ramanthapur, Hyderabad",2,
1718,Sri Maruthi Hospital,"Kanchanbagh, Hyderabad",1,15
1719,Ivory Oro-Care Dental Hospital,"SR Nagar, Hyderabad",1,
1720,Cure Hospital,"Old Bowenpally, Hyderabad",1,35
1721,K.G Hospital,"West Marredpally, Hyderabad",1,15
1722,Dr. Agarwal's Eye Hospital,"Himayat Nagar, Hyderabad",1,20
1723,Dr. Satish Reddy Surgical Clinic,"Secunderabad, Hyderabad",1,
1724,Ambaa Hospitals,"Langer House, Hyderabad",1,25
1725,Metro Hospital,"Nizampet, Hyderabad",1,20
1726,Jaffar Shariff General And Childrens Clinic,"Ramanthapur, Hyderabad",1,
1727,Good Care Nursing Home,"Borabanda, Hyderabad",1,5
1728,15 Bases Hospital,"Hayathnagar, Hyderabad",1,15
1729,Shadow Hospitals,"Hayathnagar, Hyderabad",1,20
1730,LifeSpring Hospital,"Padmarao Nagar, Hyderabad",1,
1731,City Dental Hospital,"Red Hills, Hyderabad",1,
1732,Krishna Institute of Medical Sciences,"Begumpet, Hyderabad",1,
1733,Srija Hospital,"Gachibowli, Hyderabad",1,
1734,Sri Priya Nursing Home,"SR Nagar, Hyderabad",1,
1735,Noble Nursing Home,"Miyapur, Hyderabad",1,10
1736,Healtheeliving E Solutions Pvt. Ltd.,"Secunderabad, Hyderabad",2,
1737,Tayeba Maternity Hospital,"Red Hills, Hyderabad",1,10
1738,Indo Us Superspeciality hospital,"Secunderabad, Hyderabad",1,
1739,Surya Dental Hospital & Implant Center,"Miyapur, Hyderabad",1,
1740,Panacea Meridian Hospital,"Ramachandrapuram, Hyderabad",1,
1741,Maa ENT Hospital,"Kothapet, Hyderabad",1,5
1742,Devishetty Hospital,"Trimulgherry, Hyderabad",1,
1743,Green Leaf Health Centre,"Kukatpally, Hyderabad",1,
1744,Padma Hospital,"Miyapur, Hyderabad",1,35
1745,Kamineni Fertility Centre,"King Koti, Hyderabad",1,50
1746,Padmavathi Children Hospital,"Sagar Road, Hyderabad",15,
1747,Center For Sight( Basheerbagh),"Basheerbagh, Hyderabad",1,6
1748,Mayflower Hospital For Women And Children,"Trimulgherry, Hyderabad",14,
1749,Sowmya Hospital,"Ram Nagar, Hyderabad",9,
1750,Manasa Hospital,"Padmarao Nagar, Hyderabad",1,5
1751,Nirvitha Hospital,"Beeramguda, Hyderabad",3,
1752,Tirumala Hospital,"Ramachandrapuram, Hyderabad",11,
1753,Sunshine Hospitals,"Secunderabad, Hyderabad",2,
1754,Kauser Hospital,"Jeedimetla, Hyderabad",2,
1755,Taraporewalla Nursing Home,"West Marredpally, Hyderabad",14,
1756,K. G. N Maternity Clinic,"Old City, Hyderabad",29,
1757,Aparna Maternity and General Clinic,"Nagole, Hyderabad",1,10
1758,Shree Laxmi Nursing Home,"Chanda Nagar, Hyderabad",1,10
1759,Dr. Naganna Clinic,"Boduppal, Hyderabad",7,
1760,"Anand International Hair transplantation, Cosmetology, Skin Hospital","Barkatpura, Hyderabad",3,
1761,Susheela Hospital,"Ramanthapur, Hyderabad",15,
1762,Gareeb Nawaz Hospital,"Falaknuma, Hyderabad",1,10
1763,Amaan Hospital,"Rajendra Nagar, Hyderabad",9,
1764,Raghavendra Hospital,"Bowenpally, Hyderabad",64,
1765,ESI Hospital,"Ramachandrapuram, Hyderabad",2,
1766,Dr.chaitanya's Ayurveda Hospital,"Moti Nagar, Hyderabad",3,
1767,Vivekananda Hospital,"Begumpet, Hyderabad",1,
1768,Dent Dept MEDICITI HOSPITAL,"Medchal, Hyderabad",10,
1769,Happy Children's Hospital,"Jeedimetla, Hyderabad",7,
1770,Ratna Maternity & Nursing Home ,"Saidabad, Hyderabad",1,20
1771,Dr.Mohan Diabetics Hospital,"Secunderabad, Hyderabad",1,
1772,Mahaveer Hospital,"Banjara Hills, Hyderabad",10,
1773,Mitra Hospital,"Musheerabad, Hyderabad",6,
1774,Bhagyalatha Hospital,"Hayathnagar, Hyderabad",13,
1775,Aashritha Hospital,"Nacharam, Hyderabad",1,100
1776,JANANII HOSPITAL,"Ramanthapur, Hyderabad",1,15
1777,Sri Aravindo Sevakendra,"Jodhpur Park, Kolkata",1,
1778,AMRI Hospital,"Mukundapur, Kolkata",2,
1779,Charnock Hospital,"Teghoria, Kolkata",1,5
1780,Amri Hospitals,"Salt Lake, Kolkata",1,210
1781,Woodlands Multispeciality Hospital,"Alipore, Kolkata",1,100
1782,Bhagirathi Neotia Woman & Child Care Centre,"Park Street, Kolkata",2,
1783,Columbia Asia Hospitals,"Salt Lake, Kolkata",1,100
1784,Vision Care Hospital-Mukundapur,"Mukundapur, Kolkata",2,
1785,Rabindranath Tagore International Institute of Cardiac Sciences,"Mukundapur, Kolkata",58,
1786,Genesis Hospital,"Kasba, Kolkata",1,5
1787,EEDF Hospital,"Jodhpur Park, Kolkata",1,130
1788,RUBY Hospital,"Kasba, Kolkata",1,100
1789,Belle Vue Clinic,"Minto Park, Kolkata",1,6
1790,Nightingale Hospital,"Shakespeare Sarani, Kolkata",45,
1791,National Neurosciences Centre,"Panchasayar, Kolkata",37,
1792,ILS Hospital,"Salt Lake, Kolkata",3,
1793,Disha Eye Hospital,"Barrackpore, Kolkata",1,5
1794,AMRI Hospital,"Dhakuria, Kolkata",1,1000
1795,Rabindranath Tagore Surgical Centre Hiland Park,"Garia, Kolkata",1,8
1796,North City Hospital,"Ultadanga, Kolkata",1,110
1797,Hindustan Health Point,"Garia, Kolkata",1,100
1798,Apex General Hospital,"Baguihati, Kolkata",2,
1799,Narayana Multispeciality Hospital,"Barasat, Kolkata",1,145
1800,Sahid Khudiram Bose Hospital,"Belgharia, Kolkata",1,60
1801,Binayak Multispeciality Hospital,"Dumdum, Kolkata",1,100
1802,B P Poddar Hospital & Medical Research,"New Alipore, Kolkata",1,205
1803,SVS Marwari Hospital,"Raja Ram Mohan Sarani, Kolkata",1,150
1804,Birati Municipal Hospital,"Dumdum, Kolkata",1,75
1805,ILS Hospitals,"Dumdum Road, Kolkata",1,130
1806,Fortis Hospital and Kidney Institute,"Rash Behari Avenue, Kolkata",1,100
1807,Lotus Hospital,"Rajarhat, Kolkata",1,25
1808,"Zenith Superspecialist Hospital, Belgharia","Belgharia, Kolkata",3,
1809,Naba Jiban Hospital,"Shyambazar, Kolkata",1,10
1810,Eskag Sanjeevani Hospital,"Baghbazar, Kolkata",5,
1811,Techno Global Hospital,"Barrackpore, Kolkata",1,130
1812,Sanjivani Hospital,"Baghbazar, Kolkata",5,
1813,ILF Hospital,"Dumdum, Kolkata",12,
1814,Noble Hospital,"Hadapsar, Pune",1,341
1815,Rhythm Healthcare,"Pimple Saudagar, Pune",1,6
1816,Sahyadri Hospitals,"Deccan Gymkhana, Pune",1,200
1817,Galaxy Hospital,"Pimple Saudagar, Pune",1,10
1818,Shashwat Hospital,"Kothrud, Pune",1,30
1819,Deenanath Mangeshkar Hospital,"Erandwane, Pune",1,700
1820,Shashwat Hospital,"Aundh, Pune",1,60
1821,Lotus Multispeciality Hospital,"Pimple Saudagar, Pune",1,40
1822,Columbia Asia Hospital,"Kharadi, Pune",1,50
1823,Apollo Jehangir Hospital,"Bund Garden, Pune",10,
1824,Maharashtra Medical Foundation - Joshi Hospital,"Shivaji Nagar, Pune",1,110
1825,Orchid Hospital,"Lohegaon, Pune",1,60
1826,Inlaks and Budhrani Hospital,"Koregaon Park, Pune",8,
1827,Niramaya Hospital,"Chinchwad, Pune",4,
1828,Harsh Hospital,"Market Yard, Pune",1,15
1829,National Institute Of Ophthalmology,"Shivaji Nagar, Pune",1,16
1830,Dhanwantari Hospital,"Nigdi, Pune",1,30
1831,Hiremath Hospital,"Chinchwad, Pune",1,15
1832,Krishna Hospital,"Kothrud, Pune",1,40
1833,Sahyadri Hospital,"Hadapsar, Pune",1,20
1834,Surya Mother & Child Super Speciality Hospital,"Wakad, Pune",1,100
1835,Vinod Memorial Multispeciality Hospital,"Vishrantwadi, Pune",1,
1836,Kidney & Urology Super-Speciality Clinic,"Rasta Peth, Pune",1,8
1837,Sahyadri Hospital,"Kothrud, Pune",1,30
1838,Kedarnath General Hospital,"Vishrantwadi, Pune",1,24
1839,Medipoint Hospital,"Aundh, Pune",1,102
1840,ACE Hospital,"Erandwane, Pune",1,40
1841,Alpha Superspeciality Hospital,"Wakad, Pune",1,15
1842,Shree Shakti Hospital,"Pimple Saudagar, Pune",1,
1843,OHF - Om Shree Swami Samarth Hospital,"Chinchwad, Pune",1,20
1844,Chaitanya Hospital,"Chinchwad, Pune",6,
1845,Shreeyash Hospital,"Deccan Gymkhana, Pune",1,3
1846,Satyanand Hospital - Kondhwa,"Kondhwa, Pune",1,36
1847,Salunke Hospital,"Wadgaon Sheri, Pune",1,12
1848,Sai Multispeciality Hospital,"Hadapsar, Pune",1,30
1849,Sancheti Hospital,"Shivaji Nagar, Pune",1,200
1850,Poona Hospital And Research Centre,"Sadashiv Peth, Pune",95,
1851,Ashwini Hospital,"Chinchwad, Pune",1,10
1852,Ruby Hall Clinic,"Dhole Patil Road, Pune",1,550
1853,Ashwin Medical Foundation's Moraya Multispeciality Hospital,"Chinchwad, Pune",1,50
1854,Pune Netralaya,"Aundh, Pune",1,1
1855,AIMS Hospital,"Aundh, Pune",5,
1856,Polaris Healthcare,"Wakad, Pune",1,15
1857,Serene Hospital,"Vishrantwadi, Pune",1,26
1858,Ratna Memorial Hospital,"Senapati Bapat Marg, Pune",1,75
1859,Om Hospital,"Bhosari, Pune",2,
1860,"Dwidal Hospital, Karve Road","Karve Nagar, Pune",13,
1861,Lokmanya Hospital,"Nigdi, Pune",1,110
1862,N M Wadia Institute of Cardiology,"Bund Garden, Pune",1,58
1863,Sai Sneh Hospital & Diagnostic Center Pvt. Ltd,"Satara Road, Pune",1,31
1864,Ameya Clinic,"Erandwane, Pune",1,20
1865,Chellaram Diabetes Hospital,"Bavdhan, Pune",1,60
1866,Asian Eye Hospital,"Dhole Patil Road, Pune",1,10
1867,Giriraj Hospital & Intensive Care Unit,"Baramati, Pune",3,
1868,Viraj Eye Hospital,"Kharadi, Pune",4,
1869,Kataria Hospital,"Yerwada, Pune",1,20
1870,Meera Hospital,"Camp, Pune",8,
1871,Mahaveer Super Speciality Eye Hospital and Laser Centre,"Camp, Pune",1,2
1872,Sahyadri Hospital,"Bibvewadi, Pune",1,31
1873,Aditya Birla Memorial Hospital,"Chinchwad, Pune",1,
1874,Bhalerao Ent Hospital,"Akurdi, Pune",2,
1875,Usha Hospital,"Hadapsar, Pune",1,8
1876,Lifeline Speciality Hospital,"Wagholi, Pune",3,
1877,Shetiya Hospital And Komal Nursing Home,"Vishrantwadi, Pune",1,25
1878,Kelkar Nursing Home,"Deccan Gymkhana, Pune",1,4
1879,Sanjeevan Hospital,"Karve Nagar, Pune",1,105
1880,"Shrigiri Hospital & Heart Care Centre, Gadital","Hadapsar, Pune",2,
1881,Mantri Hospital,"Erandwane, Pune",1,10
1882,Sahyadri Hospital,"Bopodi, Pune",4,
1883,KEM Hospital,"Rasta Peth, Pune",1,
1884,Bharti Children & Cardio Diabetic Hospital,"Pimple Saudagar, Pune",1,15
1885,Kohakade Hospital,"Wagholi, Pune",1,51
1886,Aditya Birla Memorial Hospital,"Chinchwad, Pune",1,500
1887,Kothari Accident Hospital,"Swargate, Pune",6,
1888,Medipoint Hospital,"Chandan Nagar, Pune",1,50
1889,Sunil Wankhede Memorial Hospital,"Dehu Road, Pune",1,15
1890,Sahydree Hospital,"Erandwane, Pune",7,
1891,Mantri Hospital,"Ghorpadi, Pune",7,
1892,Vinayak Hospital,"Warje, Pune",1,20
1893,Dhanashree Hospital,"Chinchwad, Pune",1,50
1894,Deendayal Memorial Hospital,"FC Road, Pune",1,30
1895,Niramay Hospital,"Wadgaon Sheri, Pune",1,15
1896,Cloudnine Hospital,"Shivaji Nagar, Pune",1,18
1897,Lifepoint Multispeciality Hospital,"Wakad, Pune",1,100
1898,Agarwal Maternity & General Hospital,"Chandan Nagar, Pune",2,
1899,Mai Mangeshkar Hospital,"Warje, Pune",1,50
1900,Aastha Hospital,"Chinchwad, Pune",1,25
1901,Suraj Hospital,"Market Yard, Pune",1,15
1902,Chitale E.N.T Hospital,"Sadashiv Peth, Pune",1,2
1903,Pioneer Hospital ,"Talegaon, Pune",23,
1904,Lunkad Hospital,"Yerwada, Pune",1,4
1905,Shri Sai Hospital,"Alandi Devachi, Pune",1,
1906,Dr Prakash Bhambure Clinic,"Satara Road, Pune",1,100
1907,Dr. Karne Accident And Orthopedic Hospital,"Swargate, Pune",1,23
1908,Bakshi Hospital,"Kothrud, Pune",1,7
1909,Shreeyash Multispeciality Hospital,"Sinhagad Road, Pune",1,20
1910,Vatsalya Mother & Child Care,"Bhosari, Pune",1,20
1911,Lokmanya Hospital,"Swargate, Pune",1,50
1912,Healing Touch Hospital,"Pimple Saudagar, Pune",7,
1913,Mayur Hospital,"Chinchwad, Pune",1,15
1914,Shrikrupa Hospital,"Sangavi, Pune",1,10
1915,Mohintara Hospital,"Hadapsar, Pune",7,
1916,Modern Hospital,"Nana Peth, Pune",1,15
1917,Dr. Ratnadeep's Dental Hospital,"Nigdi, Pune",1,20
1918,Remedy Hospital,"Hadapsar, Pune",1,35
1919,Jeewan Jyot Hospital,"Nagar Road, Pune",1,
1920,Siddhant Maternity Home,"Satara Road, Pune",1,5
1921,Dr. Makan Surgical Maternity & Accident Hospital,"Sangavi, Pune",1,
1922,Pawar Hospital,"Dhankawadi, Pune",1,40
1923,Dhanwantri Hospital - Rasta Peth,"Rasta Peth, Pune",2,
1924,Sai Shree Hospital,"Aundh, Pune",1,40
1925,Matru Seva Hospital,"Nana Peth, Pune",1,5
1926,Om Hospital & Maternity Home,"Pune, Pune",1,
1927,Shah Accident Hospital,"Yerwada, Pune",1,40
1928,Sterling Multispeciality Hospital,"Nigdi, Pune",1,200
1929,Sangamerkar Hospital,"Wadgaon Sheri, Pune",1,30
1930,Sant Hospital,"Vadgaon, Pune",2,
1931,Anand Hospital - Chakan,"Chakan, Pune",3,
1932,Gnadhi Nursing Home,"Nigdi, Pune",1,18
1933,Jeevanshree Hospital,"Chandan Nagar, Pune",1,5
1934,Krishna Hospital,"Sangavi, Pune",1,10
1935,Pune International Dental Hospital,"Chinchwad, Pune",2,
1936,Kulkarni Hospital,"Warje, Pune",4,
1937,Lokmanya Multi Speciality Hospital,"Chinchwad, Pune",1,103
1938,Chaitanya Hospital,"Parvati Gaon, Pune",1,25
1939,Kaushal Hospital,"Pimpri, Pune",1,20
1940,Shri Samarth Hospital,"Rasta Peth, Pune",2,
1941,Tongaonkar Hospital,"Akurdi, Pune",1,20
1942,Oyster and Pearl Hospitals,"Bhavani Peth, Pune",1,50
1943,Sahyadri Munot Hospital,"Bhavani Peth, Pune",1,
1944,siddhivinayak hospital & Research Center,"Nasrapur, Pune",1,
1945,Shree Hospital,"Nagar Road, Pune",1,25
1946,Lilawati Hospital,"Rajgurunagar, Pune",16,
1947,Jansheel Hospital,"Pimpri, Pune",2,
1948,Jog Hospital C D C R Foundation ,"Paud Road, Pune",1,
1949,Jijau Hospital,"Kunjirwadi, Pune",1,
1950,Ram Krishna Hospital,"Sadashiv Peth, Pune",1,10
1951,Sant Sopandev Hospital and Criticare Centre,"Saswad, Pune",1,25
1952,Mayureshwar Multispeciality Hospital,"Narhe, Pune",4,
1953,NIXI ICU & Accident Hospital,"Handewadi, Pune",1,25
1954,Asian Hospital,"Bhugaon, Pune",1,10
1955,Dr. More's Children Hospital,"Pimple Gurav, Pune",1,15
1956,Vighanharta Sai Hospital & Laboratory,"Alandi Road, Pune",1,
1957,Atharv Hospital,"Shivaji Nagar, Pune",1,10
1958,Todkar Hospital,"Bhavani Peth, Pune",1,15
1959,Kamat Hospital,"Chinchwad, Pune",1,50
1960,Ranka Multispeciality Hospital,"Swargate, Pune",1,101
1961,Prakasah Netralaya,"Kothrud, Pune",1,2
1962,HV Desai Eye Hospital,"Hadapsar, Pune",1,250
1963,Suryaprabha Nursing Home,"Paud Road, Pune",1,
1964,C T Hospital,"Dhanori, Pune",1,30
1965,CT Nursing Home,"Dhanori, Pune",1,20
1966,Inamdar Hospital,"NIBM, Pune",1,15
1967,Bhave Hospital,"Satara Road, Pune",1,
1968,Apollo Spectra Hospitals,"Sadashiv Peth, Pune",1,35
1969,Shree Hospital,"Kharadi, Pune",1,75
1970,Dr. R G Ghatnekars - Kasturba General Hospital,"Vishrantwadi, Pune",1,40
1971,Patil Hospital,"Sinhagad Road, Pune",1,40
1972,Ozone Hospital,"Sangavi, Pune",1,25
1973,Colony Nursing Home,"Navi Peth, Pune",1,100
1974,Khaire Hospital,"Chinchwad, Pune",1,20
1975,Siddhi Hospital & Laparoscopy Center Pvt. Ltd.,"Dhankawadi, Pune",1,51
1976,Aditya Homoeopathic Hospital And Healing Centre,"Pimpri, Pune",1,72
1977,NuCare Hospital,"Baner, Pune",1,25
1978,Royal Hospital,"Katraj, Pune",1,6
1979,Vighnharta Sai Hospital,"Bhosari, Pune",1,10
1980,Krushna General Hospital,"Bhosari, Pune",1,16
1981,Sainath Hospital,"Moshi, Pune",1,100
1982,Bharati Vidyapeeth Deemed University & Medical College,"Dhankawadi, Pune",1,800
1983,Dr. Mhaske Hospital & Research Center Pvt. Ltd.,"Hadapsar, Pune",1,22
1984,Bhoir Hospital,"Thergaon, Pune",1,5
1985,OM Hospital,"Senapati Bapat Marg, Pune",1,10
1986,Ashirwad Eye Hospital,"Chinchwad, Pune",1,
1987,Unicare Hospital,"Chakan, Pune",1,75
1988,K K Hospital,"Chandan Nagar, Pune",1,45
1989,Vighanharta Sai Hospital And Laboratory,"Dighi Camp, Pune",1,
1990,Sanjeevani Hospital,"Chinchwad, Pune",1,5
1991,Pataskar Hospital,"Bhosari, Pune",1,25
1992,5th Sense Animal Health Care,"Baner, Pune",1,2
1993,Gultekdi Nursing Home and Lithotripsy Centre,"Gultekdi, Pune",1,
1994,Sagar Nursing Home,"Erandwane, Pune",1,
1995,Umarji Hospital,"Shukrawar Peth, Pune",1,8
1996,Devashri Hospital,"Padmavati, Pune",1,5
1997,Vitalife Clinic - Bavdhan,"Bavdhan, Pune",1,
1998,Dr Pagare Speciality Hospital & Critical Care Center,"Sangvi, Pune",1,8
1999,C T Hospital,"Thergaon, Pune",1,10
2000,Aditya Birla Memorial Hospital,"Chinchwad, Pune",1,10
2001,Bhagirathi Children's Hospital,"Karve Nagar, Pune",1,18
2002,Golden Care Hospital,"Wakad, Pune",1,
2003,Ashtvinayak Hospital,"Moshi, Pune",1,50
2004,Shree Anand Memorial Hospital,"Thergaon, Pune",1,8
2005,Dr. Sunil Ugile's Piles Clinic(Ashutosh Hospital),"Kalewadi, Pune",1,5
2006,Deccan Multispeciality Hardikar Hospital,"Shivaji Nagar, Pune",1,80
2007,Siddhi Health Care Center,"Sangavi, Pune",1,50
2008,Mauli Hospital and Child Health and Gynae Center,"Lohegaon, Pune",1,
2009,Suyash Hospital,"Kothrud, Pune",1,15
2010,Cloudnine Hospital,"Kalyani Nagar, Pune",1,
2011,Mahajan Hospital,"Satara Road, Pune",1,
2012,Pasaayadan Ayurved Hospital,"Nigdi, Pune",2,
2013,MJM Hospital,"Shivaji Nagar, Pune",1,100
2014,Indira Maternity Home,"JM Road, Pune",1,4
2015,Astha Hospital,"Chikhali, Pune",1,30
2016,Prachiti Hospital & Research Centre,"Sinhagad Road, Pune",1,10
2017,Atharva Nursing Home,"Pimple Nilakh, Pune",1,4
2018,Usha Kiran Eye Hospital,"Thergaon, Pune",1,2
2019,IMAX MULTISPECIALITY HOSPITAL,"Wagholi, Pune",1,70
2020,"Mothercare Hospital, IVF Centre,Centre for Assisted Reproductive Technology","Market Yard, Pune",1,
2021,Kirad Hospital,"Nana Peth, Pune",1,
2022,Rode Hospital,"Dighi Camp, Pune",1,15
2023,Skin City Jehangir Hospital,"Bund Garden, Pune",1,
2024,Dr. Dnyanmote Multi Speciality Hospital,"Thergaon, Pune",1,10
2025,National Institute Of Ophthalmology - Aundh,"Aundh, Pune",1,10
2026,Seva Hospital,"Thergaon, Pune",1,
2027,Oyster And Pearl Hospital,"Shivaji Nagar, Pune",1,
2028,Patil Eye Hospital,"Bhosari, Pune",1,2
2029,dhanvantari hospital,"Hadapsar, Pune",1,
2030,Kulkarni EndoSurgery Institute,"Kothrud, Pune",1,21
2031,Talera Hospital,"Chinchwad, Pune",1,
2032,Gujar Hospital,"Ambegaon, Pune",1,4
2033,Arylok Hospital,"Sinhagad Road, Pune",1,2
2034,ONP general hospital- Shivajinagar and Tulip Hospital- Gokhale nagar,"Shivaji Nagar, Pune",1,
2035,Deshpande Eye Hospital & Laser Center,"Paud Road, Pune",1,1
2036,Pune City Eye Clinic,"Camp, Pune",,1
2037,"AIMS Hospital, Aundh","Aundh, Pune",,
2038,Rajvaidya Ayurvedic Super speciality Panchakarma Hospital,"Pimple Saudagar, Pune",,
2039,"Bethesada Hospital	","Camp, Pune",,
2040,Desai Accident & General Hospital,"Bhosari, Pune",,48
2041,Nityaseva Hospital,"Sangvi, Pune",,2
2042,Shree Hospital,"Pimple Gurav, Pune",,
2043,Universal Hospital,"Kasba Peth, Pune",,50
2044,Adishakti Hospital,"Moshi, Pune",,
2045,Mauli Accident And Multi Speciality Hospital,"Alephata, Pune",,
2046,APS Nursing Home,"Hadapsar, Pune",,15
2047,Dugad Hospital,"Satara Road, Pune",,15
2048,Gavane Hospital,"Wakad, Pune",,5
2049,Machave Hospital,"Kothrud, Pune",,
2050,Pritam Children's Hospital,"Bhosari, Pune",,25
2051,Jeevan Hospital,"Pirangut, Pune",,
2052,Sahawas Hospital,"Karve Nagar, Pune",,5
2053,Marathe Hospital,"Swargate, Pune",,10
2054,Chaitanya Super Speciality Hospital ,"Pimpri, Pune",,
2055,"Sarpotdar Eye Hospital, Kothrud","Kothrud, Pune",,2
2056,Alliance Munot Hospital,"Bhavani Peth, Pune",,
2057,Niramay hospital,"Pimple Saudagar, Pune",,
2058,Potdar Hospital,"Shivaji Nagar, Pune",,
2059,Sahyadri Super Speciality Hospital,"Kasba Peth, Pune",,
2060,B. S. D. T.'s College & Multispeciality Hospital,"Wagholi, Pune",,
2061,Vighnaharta Hospital,"Daund, Pune",,
2062,Om Hospital Bavdhan,"Bavdhan, Pune",,
2063,Avdhoot Hospital,"Baramati, Pune",,
2064,Vatsalya hospital,"Budhwar Peth, Pune",,
2065,Sai Chetanya Hospital,"Hadapsar, Pune",,
2066,Alliance Munot Hospital,"Bhavani Peth, Pune",,
2067,Niramay hospital,"Pimple Saudagar, Pune",,
2068,Potdar Hospital,"Shivaji Nagar, Pune",,
2069,Sahyadri Super Speciality Hospital,"Kasba Peth, Pune",,
2070,B. S. D. T.'s College & Multispeciality Hospital,"Wagholi, Pune",,
2071,Vighnaharta Hospital,"Daund, Pune",,
2072,Om Hospital Bavdhan,"Bavdhan, Pune",,
2073,Avdhoot Hospital,"Baramati, Pune",,
