,NAME,EXPERIENCE,QUALIFICATION,SPECIALTIES,HOSPITAL
203,Dr. Manish Kumar Sharma,16.0,MBBS MD - Cardiology DNB (Cardiology) ,Cardiologist,Sir Ganga Ram Hospital
204,Dr. R R Mantri,35.0,MBBS MD - General Medicine DM - Cardiology ,Cardiologist,Sir Ganga Ram Hospital
205,Dr. B Kandpal,38.0,MBBS MD - Medicine DM - Cardiology ,Cardiologist,Sir Ganga Ram Hospital
206,Dr. Aman Makhija,18.0,MBBS MD - Cardiology DM - Cardiology ,Cardiologist,Sir Ganga Ram Hospital
207,Dr. J. P. S. Sawhney,36.0,MBBS MD - Cardiology DM - Cardiology ,Cardiologist,Sir Ganga Ram Hospital
208,Dr. Ravinder Bhalla,50.0,MBBS MS - Orthopaedics ,Orthopedist,Sir Ganga Ram Hospital
209,Dr. Anil Kumar Monga,39.0,MBBS MS - ENT FCPS - Oto-Rhino-Laryngology ,ENT/Otorhinolaryngologist,Sir Ganga Ram Hospital
210,Dr. Nidhi Panwar,13.0,MBBS MD - Ophthalmology ,Ophthalmologist/EyeSurgeon,Sir Ganga Ram Hospital
211,Dr. Mithilesh Kumar,13.0,MBBS DNB - Anaesthesia ,PainManagementSpecialist,Sir Ganga Ram Hospital
212,Dr. Praveen Sharma,13.0,MBBS MD - General Medicine DM - Gastroenterology ,Gastroenterologist,Sir Ganga Ram Hospital
213,Dr. Shilpa Garg,8.0,MBBS DNB - Dermatology & Venereology ,Dermatologist,Sir Ganga Ram Hospital
214,Dr. V.S. Bedi,17.0,MCh - Vascular Surgery MBBS MS - General Surgery ,VascularSurgeon,Sir Ganga Ram Hospital
215,Dr. Sandeep Agarwal,28.0,MBBS MS - General Surgery Fellowship in Vascular & Endovascular Surgery ,GeneralSurgeon,Sir Ganga Ram Hospital
216,Dr. Kamlender Singh,30.0,MBBS MD - Dermatology ,Dermatologist,Sir Ganga Ram Hospital
217,Dr. Rajesh Acharya,20.0,MBBS MS - General Surgery MCh - Neuro Surgery ,Neurosurgeon,Sir Ganga Ram Hospital
218,Dr. Richa Singh,17.0,MBBS DNB - Neurosurgery ,Neurosurgeon,Sir Ganga Ram Hospital
219,Dr. Dinesh Kaul,24.0,MBBS DNB - Paediatrics ,Pediatrician,Sir Ganga Ram Hospital
220,Dr. Anjali Arora,36.0,MBBS ,GeneralPhysician,Sir Ganga Ram Hospital
221,Dr. Gaggan Chadha,31.0,MBBS DNB - Orthopedics/Orthopedic Surgery ,Orthopedist,Sir Ganga Ram Hospital
222,Dr. Prateek Kumar Gupta,26.0,MBBS MS - General Surgery FICS Diploma in Orthopaedics FRCS - Trauma & Orthopedic Surgery ,Orthopedist,Sir Ganga Ram Hospital
223,Dr. Vijay Kumar Dada,53.0,MBBS MS - Ophthalmology DOMS ,Ophthalmologist/EyeSurgeon,Sir Ganga Ram Hospital
224,Dr. Nishant Wadhwa,13.0,MBBS DCH DNB - Paediatrics ,"GeneralPhysician,Pediatrician",Sir Ganga Ram Hospital
225,Dr. P K Khosla,55.0,MBBS MS - Ophthalmology Diploma in Ophthalmology (Ay.) ,Ophthalmologist/EyeSurgeon,Sir Ganga Ram Hospital
226,Dr. Asish Mukherjee,57.0,FRCS - Trauma & Orthopedic Surgery MBBS MS - General Surgery M.Ch - Orthopaedics ,Orthopedist,Sir Ganga Ram Hospital
227,Dr. A K Bhalla,37.0,MBBS MD - General Medicine DNB - Nephrology ,Nephrologist/RenalSpecialist,Sir Ganga Ram Hospital
228,Dr. Suresh Gupta,32.0,MBBS MD - Pediatrics ,Pediatrician,Sir Ganga Ram Hospital
229,Dr. Neeti Tiwari,18.0,MD - Obstetrics & Gynaecology MBBS ,"Gynecologist,Obstetrician",Sir Ganga Ram Hospital
230,Dr. Sarabjeet S. Sachdeva,21.0,MBBS DNB - Orthopedics/Orthopedic Surgery ,Orthopedist,Sir Ganga Ram Hospital
231,Dr. Mamta Dagar,24.0,MBBS MD - Obstetrics & Gynaecology ,"Obstetrician,Gynecologist",Sir Ganga Ram Hospital
232,Dr. Shashank Misra,21.0,DNB - Orthopedics/Orthopedic Surgery MBBS ,Orthopedist,Sir Ganga Ram Hospital
233,Dr. Neeraj Jain,35.0,MBBS MD - Tuberculosis & Respiratory Diseases/Medicine ,Pulmonologist,Sir Ganga Ram Hospital
234,Dr. Satnam Singh Chhabra,35.0,MCh - Neuro Surgery MBBS ,Neurosurgeon,Sir Ganga Ram Hospital
235,Dr. Arvind Kumar,17.0,MBBS MD - Medicine Fellowship in Diabetology ,"Diabetologist,ConsultantPhysician",Sir Ganga Ram Hospital
236,Dr. Arun Mohanty,23.0,MD - Cardiology DM - Cardiology Fellowship In Interventional  Cardiology MBBS ,Cardiologist,Sir Ganga Ram Hospital
237,Dr. Anupam Sachdeva,32.0,MBBS DCH MD - Pediatrics ,Pediatrician,Sir Ganga Ram Hospital
238,Dr. Sujata Sawhney,31.0,MBBS MD - Pediatrics ,Pediatrician,Sir Ganga Ram Hospital
239,Dr. Archana Dayal Arya,31.0,MBBS DNB - Paediatrics ,Pediatrician,Sir Ganga Ram Hospital
240,Dr. S K Bhandari,57.0,Fellow of Royal College of Obstetricians and Gynaecologists FRCOG (London) MBBS MRCOG ,"Obstetrician,Gynecologist",Sir Ganga Ram Hospital
241,Dr. Nandita Dimri Gupta,22.0,MBBS MD - Obstetrics & Gynaecology ,Obstetrician,Sir Ganga Ram Hospital
242,Dr. (Brig) Ajay Sharma,24.0,MBBS MD - Pediatrics ,GeneralPhysician,Sir Ganga Ram Hospital
243,Dr. Sona Bhawnani,30.0,MBBS Diploma in Rehabilitation (Occupational Therapy) ,OccupationalTherapist,Sir Ganga Ram Hospital
244,Dr. Abhinav Gupta,18.0,DNB - Neurosurgery Fellowship in Spinal Nuerosurgery Fellowship in Interventional Neurosurgery (FINR) MBBS ,"SpineSurgeon,Neurosurgeon",Sir Ganga Ram Hospital
245,Dr. S. Nundy,55.0,MBBS MCh - Surgical Gastroenterology/G.I. Surgery ,GastroIntestinalSurgeon,Sir Ganga Ram Hospital
246,Dr. Nancy Kumar,6.0,MS - Obstetrics & Gynaecology MBBS ,"Gynecologist,Obstetrician",Sir Ganga Ram Hospital
247,Dr. Lalit Duggal,36.0,MBBS MD - General Medicine ,Rheumatologist,Sir Ganga Ram Hospital
248,Dr. A K Grover,41.0,MD - Ophthalmology MBBS Membership of the National Academy in General Medicine (MNAMS - General Medicine) ,Ophthalmologist/EyeSurgeon,Sir Ganga Ram Hospital
249,Dr. Tanvir Singh,18.0,BDS MDS - Orthodontics & Dentofacial Orthopaedics ,"Orthodontist,Dentist",Sir Ganga Ram Hospital
250,Dr. Dhiren Gupta,20.0,MBBS MD - Pediatrics ,Pediatrician,Sir Ganga Ram Hospital
251,Dr. Shankar Acharya,31.0,MBBS MS - Orthopaedics DNB - Orthopedics/Orthopedic Surgery ,"Orthopedist,SpineSurgeon",Sir Ganga Ram Hospital
252,Dr. S.N. Wadhwa,46.0,MBBS MS - General Surgery MCh - Urology ,Urologist,Sir Ganga Ram Hospital
253,Dr. S K Chadha,38.0,MBBS MS - ENT Diploma in Otorhinolaryngology (DLO) ,ENT/Otorhinolaryngologist,Sir Ganga Ram Hospital
254,Dr. Sudhir Khanna,28.0,MBBS MS - General Surgery DNB - General Surgery MCh - Urology MNAMS - Urology ,Urologist,Sir Ganga Ram Hospital
255,Dr. Varun Rai,8.0,MBBS DNB - ENT ,ENT/Otorhinolaryngologist,Sir Ganga Ram Hospital
256,Dr. Manish K Gupta,13.0,MBBS DNB - General Surgery FIAGES ,"LaparoscopicSurgeon,GeneralSurgeon",Sir Ganga Ram Hospital
257,Dr. Pramod M Yerne,9.0,MBBS DGO DNB - Obstetrics & Gynecology ,"Obstetrician,Gynecologist",Sir Ganga Ram Hospital
258,Dr. Jasveer Singh,39.0,MBBS Diploma in Otorhinolaryngology (DLO) MS - Otorhinolaryngology ,ENT/Otorhinolaryngologist,Sir Ganga Ram Hospital
259,Dr. Manish Munjal,17.0,MBBS MS - ENT DNB - ENT ,ENT/Otorhinolaryngologist,Sir Ganga Ram Hospital
260,Dr. Richa Dewan,38.0,MBBS MD - Medicine ,InternalMedicine,Sir Ganga Ram Hospital
261,Dr. Sangeet Agarwal,9.0,MBBS DLO DNB - Otorhinolaryngology Fellowship in Head & Neck Oncology Surgery Fellowship in Head & Neck Oncology Surgery Fellowship in Head & Neck Surgery ,ENT/Otorhinolaryngologist,Sir Ganga Ram Hospital
262,Dr. Pramod M Yerne,5.0,MBBS DGO D.F.P MRCOG DNB - Obstetrics & Gynecology FMAS ,"Obstetrician,Gynecologist,LaparoscopicSurgeon(Obs&Gyn)",Sir Ganga Ram Hospital
263,Dr. Ajit K Yadav,7.0,MBBS DNB - Radio Diagnosis ,InterventionalRadiologist,Sir Ganga Ram Hospital
264,Dr. H S Risam,17.0,MBBS MD - Medicine DM - Cardiology ,Cardiologist,Max Super Speciality Hospital
265,Dr. Manish Chakraboraty,17.0,MBBS DNB - General Medicine DM - Cardiology ,Cardiologist,Max Super Speciality Hospital
266,Dr. Rajeev Rathi,27.0,MBBS MD - General Medicine DM - Cardiology ,Cardiologist,Max Super Speciality Hospital
267,Dr. Rati,23.0,MD - General Medicine DM - Cardiology MBBS ,Cardiologist,Max Super Speciality Hospital
268,Dr. Roopa Salwan,21.0,MS - ENT ,Cardiologist,Max Super Speciality Hospital
269,Dr. Sumeet Sethi,23.0,MBBS MS - General Surgery FRCS - General Surgery ,"Cardiologist,InterventionalCardiologist",Max Super Speciality Hospital
270,Dr. Sunil Singh Nigam,30.0,MBBS MS - Orthopaedics ,Cardiologist,Max Super Speciality Hospital
271,Dr. Sunil Kumar Agarwal,23.0,MBBS MS - General Surgery MNAMS (Membership of the National Academy) FICS Doctor of Medicine ,Cardiologist,Max Super Speciality Hospital
272,Dr. Viveka Kumar,11.0,MBBS FRCS - Plastic Surgery ,Cardiologist,Max Super Speciality Hospital
273,Dr Sunil Kumar Chakravarty,23.0,"MBBS MD - Dermatology , Venereology & Leprosy DNB - Dermatology & Venereology ",Gastroenterologist,Max Super Speciality Hospital
274,Dr. Anuj Singhal,13.0,MBBS MD - Dermatology ,ENT/Otorhinolaryngologist,Max Super Speciality Hospital
275,Dr. Sharad Kumar	Das,26.0,MBBS MD - Dermatology ,Cardiologist,Max Super Speciality Hospital
276,Dr. Sunil Chowdary,28.0,MBBS MRCP (UK) Post Graduate Diploma in Diabetology (PGDD) ,PlasticSurgeon,Max Super Speciality Hospital
277,Dr. R.C. Arya,23.0,MBBS MD - General Medicine DM - Endocrinology ,Orthopedist,Max Super Speciality Hospital
278,Dr. Munish Chaudhary,17.0,MBBS ,,Max Super Speciality Hospital
279,Dr. Pradeep Chowbey,11.0,BDS MDS - Prosthodontics ,GeneralSurgeon,Max Super Speciality Hospital
280,Dr. Vimla Rajan,13.0,MBBS MD - Pediatrics ,PlasticSurgeon,Max Super Speciality Hospital
281,Ms. Somya,21.0,MBBS MS - General Surgery DNB - Surgical Gastroenterology ,Dietitian/Nutritionist,Max Super Speciality Hospital
282,Ms. Ritika Samaddar,13.0,MBBS MD - Medicine DM - Gastroenterology ,Dietitian/Nutritionist,Max Super Speciality Hospital
283,Dr. Tamorish Kole,18.0,MBBS MD - Bio-Chemistry ,Emergency&CriticalCare,Max Super Speciality Hospital
284,Dr. Nitin S Walia,33.0,MBBS MS - Obstetrics & Gynaecology DM - Medical Genetics ,Dermatosurgeon,Max Super Speciality Hospital
285,Dr. V.G.R.Shastry,24.0,MS - General Surgery MBBS ,Emergency&CriticalCare,Max Super Speciality Hospital
286,Dr. Priyanka Pal Mantri,19.0,MBBS MD - Internal Medicine DNB - Internal Medicine ,Dermatologist,Max Super Speciality Hospital
287,Dr. Rashmi Malik,21.0,MD - General Medicine DM - Cardiology ,Dermatologist,Max Super Speciality Hospital
288,Dr. Sujeet Jha,34.0,MBBS MD - Medicine ,"Endocrinologist,Diabetologist",Max Super Speciality Hospital
289,Dr. Neeru Gera,20.0,MBBS MD - Medicine Diploma in Geriatric Medicine ,Endocrinologist,Max Super Speciality Hospital
290,Dr. Vivek Raj,22.0,MBBS ,"Gastroenterologist,Endoscopist",Max Super Speciality Hospital
291,Dr. Aman Popli,34.0,MBBS MD - Obstetrics & Gynaecology FICMCH Fellowship in Minimal Access Surgery FICOG ,Prosthodontist,Max Super Speciality Hospital
292,Dr. Rajeev Khosla,21.0,MBBS MS - General Surgery MCh - Urology/Genito-Urinary Surgery DNB - Urology/Genito - Urinary Surgery ,Gastroenterologist,Max Super Speciality Hospital
293,Dr. Ashwini Setia,51.0,MBBS MD - Internal Medicine DNB (Cardiology) MNAMS (Membership of the National Academy) ,Gastroenterologist,Max Super Speciality Hospital
294,Dr. Pankaj Vohra,22.0,MBBS MS - General Surgery MCh - Cardio Thoracic Surgery DNB (Cardiology) MNAMS (Membership of the National Academy) ,Pediatrician,Max Super Speciality Hospital
295,Dr. Dinesh Singhal,20.0,MBBS MS - General Surgery MCh - Cardio Thoracic and Vascular Surgery ,Gastroenterologist,Max Super Speciality Hospital
296,Dr. J.C.Vij,38.0,MBBS DNB - Radiotherapy ,Gastroenterologist,Max Super Speciality Hospital
297,Dr. Ashish Vashistha,23.0,MBBS MD - General Medicine DNB - Rheumatology ,"GeneralSurgeon,LaparoscopicSurgeon",Max Super Speciality Hospital
298,Dr. Amit Verma,28.0,MD - Internal Medicine ,Oncologist,Max Super Speciality Hospital
299,Dr. Ashutosh Gupta,31.0,MBBS MS - General Surgery MCh - Surgical Oncology ,Geneticist,Max Super Speciality Hospital
300,Dr. Vikas Panwar,24.0,MBBS MS - ENT ,"GeneralSurgeon,LaparoscopicSurgeon",Max Super Speciality Hospital
301,Dr. Vikas Ahluwalia,32.0,MBBS ,BariatricSurgeon,Max Super Speciality Hospital
302,Dr. Sandeep Budhiraja,28.0,MBBS ,InternalMedicine,Max Super Speciality Hospital
303,Dr. Akhilesh Srivastava,12.0,MBBS MD - Medicine DM - Oncology ,Cardiologist,Max Super Speciality Hospital
304,Dr. Supriya A Bali,21.0,DM - Clinical Haematology MD - Pediatrics MBBS ,"ConsultantPhysician,InternalMedicine",Max Super Speciality Hospital
305,Dr. Jay Kirtani,29.0,MBBS MD - Psychiatry ,"GeneralPhysician,Geriatrician",Max Super Speciality Hospital
306,Dr. Monica Mahajan,16.0,MBBS DNB - General Surgery MNAMS (Membership of the National Academy) ,InternalMedicine,Max Super Speciality Hospital
307,Dr. R S Mishra,29.0,MBBS MS - General Surgery ,InternalMedicine,Max Super Speciality Hospital
308,Dr. Manoj Ranka,15.0,MS - General Surgery FICS FRCS - General Surgery ,InternalMedicine,Max Super Speciality Hospital
309,Dr. Sumit Sethi,38.0,MBBS MS - General Surgery ,InternalMedicine,Max Super Speciality Hospital
310,Dr. Sanjib Patra,14.0,MBBS MS - Obstetrics & Gynaecology ,Cardiologist,Max Super Speciality Hospital
311,Dr. Pankaj Soni,28.0,MBBS MD - General Medicine DM - Neurology ,InternalMedicine,Max Super Speciality Hospital
312,Dr. Surveen Ghumman,17.0,MBBS MD - Obstetrics & Gynaecology Diploma in Advanced Endoscopic Gynae Surgery Diploma in Advanced Gynaec Laparoscopic Surgery ,"InfertilitySpecialist,Gynecologist,Obstetrician",Max Super Speciality Hospital
313,Dr. Kamal Kumar Fotedar,11.0,MBBS MD - Pulmonary Medicine ,Anesthesiologist,Max Super Speciality Hospital
314,Dr. Sushil Kumar,11.0,MBBS  FRCP ,Oncologist,Max Super Speciality Hospital
315,Dr. Anant Kumar,11.0,MBBS MD - Medicine ,"Urologist,Andrologist",Max Super Speciality Hospital
316,Dr. Anil Gulia,10.0,MBBS Diploma in Tuberculosis and Chest Diseases (DTCD) ,"Urologist,Andrologist",Max Super Speciality Hospital
317,Dr. K.K. Talwar,32.0,MBBS MD - Radiotherapy ,Cardiologist,Max Super Speciality Hospital
318,Dr. Vanita Arora,7.0,MBBS MS - General Surgery ,Cardiologist,Max Super Speciality Hospital
319,Dr. Kapil Gupta,14.0,MBBS MS - General Surgery MCh - Cardio Thoracic and Vascular Surgery MBA (Health Care) ,Cardiologist,Max Super Speciality Hospital
320,Dr. Kewal Krishan,20.0,MBBS MS - General Surgery MCh - Cardio Thoracic and Vascular Surgery ,CardiacSurgeon,Max Super Speciality Hospital
321,Dr. Abhey Kumar,17.0,MBBS MD - Pediatrics ,CardiacSurgeon,Max Super Speciality Hospital
322,Dr. Ratna Mallik,9.0,MBBS MD - Pediatrics ,CardiacSurgeon,Max Super Speciality Hospital
323,Dr. Akhilesh Pandey,18.0,MBBS MD - Pediatrics ,CardiacSurgeon,Max Super Speciality Hospital
324,Dr. Debajyoti Chaudhuri,31.0,MBBS MD - Pediatrics ,Radiologist,Max Super Speciality Hospital
325,Dr. Gyaneesh Aggarwal,14.0,MBBS MD - Medicine DM - Nephrology ,Radiologist,Max Super Speciality Hospital
326,Dr. Richa Bansal,27.0,MBBS MD - Medicine DM - Nephrology ,Radiologist,Max Super Speciality Hospital
327,Dr. Anandamoyee Dhar,51.0,MBBS MD - General Medicine DM - Neurology ,Radiologist,Max Super Speciality Hospital
328,Dr. Manjul Jain,21.0,MBBS MD - Medicine DM - Neurology DNB - Neurology ,Radiologist,Max Super Speciality Hospital
329,Dr. Gaurav Kapoor,12.0,MBBS MS - General Surgery MCh - Neuro Surgery ,Radiologist,Max Super Speciality Hospital
330,Dr. Amit Kumar,18.0,MBBS MS - General Surgery MCh - Cardio Thoracic and Vascular Surgery ,Radiologist,Max Super Speciality Hospital
331,Dr. Gurpreet Makkar,12.0,MBBS MD - Physical Medicine & Rehabilitation ,,Max Super Speciality Hospital
332,Dr. Vivek Saxena,8.0,MBBS MD - Obstetrics & Gynaecology Diploma in Advanced Gynaec Laparoscopic Surgery ,Radiologist,Max Super Speciality Hospital
333,Dr. Manoj Sharma,6.0,MBBS MD - Pediatrics ,Radiologist,Max Super Speciality Hospital
334,Dr. Divya Agarwal,23.0,MBBS MS - General Surgery MCh - Paediatric Surgery ,Rheumatologist,Max Super Speciality Hospital
335,Dr. Rajkumari Bhagati Dar,16.0,MBBS MS - Obstetrics & Gynaecology ,Rheumatologist,Max Super Speciality Hospital
336,Dr. Harit Chaturvedi,21.0,MBBS MD - Obstetrics & Gynaecology ,SurgicalOncologist,Max Super Speciality Hospital
337,Dr. Biswajyoti Hazarika,22.0,MBBS ,ENT/Otorhinolaryngologist,Max Super Speciality Hospital
338,Dr. Shilpa Madan,17.0,MBBS MD - Obstetrics & Gynaecology ,Physiotherapist,Max Super Speciality Hospital
339,Dr. Arpita Mukherjee,14.0,MBBS MD - Obstetrics & Gynaecology Diploma in Advanced Gynaec Laparoscopic Surgery ,Physiotherapist,Max Super Speciality Hospital
340,Dr. Pankaj Sahi,11.0,MBBS MD - Obstetrics & Gynaecology ,Physiotherapist,Max Super Speciality Hospital
341,Dr. Govind Singh Bisht,22.0,MBBS FICO (UK) MS - Ophthalmology DNB - Ophthalmology MNAMS (Membership of the National Academy) ,GeneralPhysician,Max Super Speciality Hospital
342,Dr. Kavita Sandhu,12.0,MBBS DCH MD - Pediatrics ,Anesthesiologist,Max Super Speciality Hospital
343,Dr. Raj Tobin,13.0,MBBS MS - Ophthalmology DNB MNAMS - Ophthalmology ,Anesthesiologist,Max Super Speciality Hospital
344,Dr. Sanjay Goel,21.0,MBBS MD - Pediatrics DNB - Paediatrics ,Anesthesiologist,Max Super Speciality Hospital
345,Dr. Lakshmi Jayaraman,19.0,MS - Ophthalmology MBBS ,Anesthesiologist,Max Super Speciality Hospital
346,Dr. Sanjoy Kumar Majhi,33.0,MBBS MD - Pediatrics ,Anesthesiologist,Max Super Speciality Hospital
347,Dr. Dinesh Punhani,29.0,MBBS MS - Orthopaedics DNB FICS ,Anesthesiologist,Max Super Speciality Hospital
348,Dr. Nandini Selot,17.0,MS - Orthopaedics Diploma in Orthopaedics MBBS ,Anesthesiologist,Max Super Speciality Hospital
349,Dr. Aparna Sinha,25.0,MBBS M.Ch - Orthopaedics MS - Orthopaedics ,Anesthesiologist,Max Super Speciality Hospital
350,Dr. Anupama Hooda Nehra,17.0,MBBS MS - Orthopaedics Diploma in Tuberculosis and Chest Diseases (DTCD) ,Oncologist,Max Super Speciality Hospital
351,Dr. Ankur Bahl,20.0,MBBS MRCS (UK) ,MedicalOncologist,Max Super Speciality Hospital
352,Dr. Rahul Naithani,21.0,MBBS MS - Orthopaedics ,Oncologist,Max Super Speciality Hospital
353,Dr. Sameer Malhotra,22.0,MBBS MS - Orthopaedics ,Psychiatrist,Max Super Speciality Hospital
354,Dr. Manish Baijal,23.0,MBBS MS - Orthopaedics ,LaparoscopicSurgeon,Max Super Speciality Hospital
355,Dr. Rajesh Khullar,16.0,MBBS Diploma in Orthopaedics ,GeneralSurgeon,Max Super Speciality Hospital
356,Dr. Anil Sharma,22.0,MBBS MS - Orthopaedics DNB - Orthopedics/Orthopedic Surgery ,"BariatricSurgeon,LaparoscopicSurgeon",Max Super Speciality Hospital
357,Dr. Vandana Soni,26.0,MBBS DNB - General Surgery DNB - Paediatrics ,GeneralSurgeon,Max Super Speciality Hospital
358,Dr. Vivek Marwah,11.0,MA - Psychology M.Phil - Psychology ,Gynecologist,Max Super Speciality Hospital
359,Dr. Mukesh Kumar,10.0,MSc ,,Max Super Speciality Hospital
360,Dr. Anuradha Kapur,41.0,MBBS MCh - Surgical Gastroenterology/G.I. Surgery FRCS - General Surgery ,Gynecologist,Max Super Speciality Hospital
361,Dr. Ajay Lall,20.0,MS - Ophthalmology ,Pulmonologist,Max Super Speciality Hospital
362,Dr. Nevin Kishore,13.0,BDS MDS ,Pulmonologist,Max Super Speciality Hospital
363,Dr. Raj Kumar,8.0,MBBS MS - Ophthalmology ,Pulmonologist,Max Super Speciality Hospital
364,Dr. Nikhil Malhotra,49.0,BDS ,Pulmonologist,Max Super Speciality Hospital
365,Dr. Amal Roy Chaudhoory,10.0,MBBS DNB  - Medical Oncology ,Oncologist,Max Super Speciality Hospital
366,Dr. Charu Garg,6.0,MBBS MD - Dermatology DNB ,RadiationOncologist,Max Super Speciality Hospital
367,Dr. Anirudh Punnakal,16.0,MBBS MS - General Surgery MCh - Plastic Surgery ,Oncologist,Max Super Speciality Hospital
368,Dr. Ashish Rustagi,5.0,MBBS MD - Pulmonary Medicine ,Oncologist,Max Super Speciality Hospital
369,Dr. (Col) Kumud Rai,4.0,MBBS MD - General Medicine DNB (Cardiology) Fellowship In Interventional  Cardiology ,CardiacSurgeon,Max Super Speciality Hospital
370,Dr. Subhash K.Sinha,8.0,M.Phil - Psychology MA - Clinical Psychology ,CardiacSurgeon,Max Super Speciality Hospital
371,Dr. Rajneesh Malhotra,9.0,MBBS MS - ENT ,CardiacSurgeon,Max Super Speciality Hospital
372,Dr. Sisir Paul,12.0,MBBS MD - Pathology & Microbiology ,Pediatrician,Max Super Speciality Hospital
373,Dr. Anjali Saxena,30.0,MBBS MS - Ophthalmology DNB - Ophthalmology ,Pediatrician,Max Super Speciality Hospital
374,Dr. Vineet Sehgal,11.0,MBBS MD - Obstetrics & Gynaecology ,Pediatrician,Max Super Speciality Hospital
375,Dr. Arvind Taneja,27.0,MBBS MS - Obstetrics & Gynaecology ,Pediatrician,Max Super Speciality Hospital
376,Dr. Dinesh Khullar,22.0,BDS MDS - Oral & Maxillofacial Surgery FICOI ,Nephrologist/RenalSpecialist,Max Super Speciality Hospital
377,Dr. Rahul Grover,14.0,MBBS MD - Dermatology ,Nephrologist/RenalSpecialist,Max Super Speciality Hospital
378,Dr. Col. Joy Dev Mukherji,27.0,MBBS MS - ENT DNB - ENT FRCS - General Surgery Diploma in Otorhinolaryngology (DLO) ,Neurologist,Max Super Speciality Hospital
379,Dr. Rajashekar Reddi,12.0,MBBS MD - Internal Medicine ,,Max Super Speciality Hospital
380,Dr. Bipin S. Walia,13.0,MD - Tuberculosis & Respiratory Diseases/Medicine MBBS ,Neurosurgeon,Max Super Speciality Hospital
381,Dr. Kulbhushan Singh Dagar,49.0,MBBS ,CardiacSurgeon,Max Super Speciality Hospital
382,Dr. Pankaj Dougall,31.0,MBBS MD - Obstetrics & Gynaecology ,NuclearMedicinePhysician,Max Super Speciality Hospital
383,Dr. Rustham Soonawala,23.0,MBBS MS - Ophthalmology ,Gynecologist/Obstetrician,Max Super Speciality Hospital
384,Dr. Meena Naik,16.0,MBBS DNB - Paediatrics ,"Gynecologist,Obstetrician",Max Super Speciality Hospital
385,Dr. Raj Sharma,36.0,MBBS ,Audiologist,Max Super Speciality Hospital
386,Dr. Rekha Mittal,19.0,MBBS MD - Radio Diagnosis/Radiology ,PediatricNeurologist,Max Super Speciality Hospital
387,Dr. Anurag Krishna,17.0,MBBS MD - Pediatrics DM - Pediatric Neurology ,PediatricSurgeon,Max Super Speciality Hospital
388,Dr. Alka Gujral,18.0,MBBS DNB MNAMS (Membership of the National Academy) MRCOG Diploma of the Faculty of Family Planning (DFFP) Fellowship in Reproductive Medicine ,"Obstetrician,Gynecologist",Max Super Speciality Hospital
389,Dr. Suman Lal,20.0,MBBS MS - Neuro Surgery MCh - Neuro Surgery Fellowship in Pediatric Nerusurgery ,"Obstetrician,Gynecologist",Max Super Speciality Hospital
390,Dr. Thichen Lama,22.0,"MD - Dermatology , Venereology & Leprosy MBBS ",PediatricSurgeon,Max Super Speciality Hospital
391,Dr. Kailash Madan,23.0,MBBS MD - Pulmonary Medicine MD - Tuberculosis & Respiratory Diseases / Pulmonary Medicine ,"Gynecologist,Obstetrician",Max Super Speciality Hospital
392,Dr. Meeta Sarkar,24.0,MBBS Diploma in Orthopaedics MS - Orthopaedics Clinical Fellow - Pediatric orthopaedics Fellowship in paediatric orthopaedic ,"Gynecologist,Obstetrician",Max Super Speciality Hospital
393,Dr. Alakananda Banerjee,36.0,DM - Cardiology ,Physiotherapist,Max Super Speciality Hospital
394,Dr. Payal Singhal,29.0,MBBS MD - Obstetrics & Gynaecology ,"Gynecologist,InfertilitySpecialist,Obstetrician",Max Super Speciality Hospital
395,Dr. Supriya Babbar,27.0,MBBS MS - General Surgery DNB - Urology/Genito - Urinary Surgery MNAMS - Urology ,Physiotherapist,Max Super Speciality Hospital
396,Dr. Surbhi Bhasin,31.0,MBBS MD - Dermatology ,Physiotherapist,Max Super Speciality Hospital
397,Dr. Hitesh Gupta,25.0,MBBS MD - Medicine ,"OccupationalTherapist,Physiotherapist",Max Super Speciality Hospital
