DOC_ID,NAME,EXPERIENCE,QUALIFICATION,SPECIALTIES,HOSPITAL
203,Dr. Aftab Matheen,,,"Dermatologist,Immunodermatologist",K M Speciality & Pediatric Care
204,Dr. Aher Advay Babaji,21.0,M.Ch - Orthopaedics FRCS - Trauma & Orthopedic Surgery FRCS - General Surgery ,Gastroenterologist,Deenanath Mangeshkar Hospital
205,Dr. Aishwarya Verma,,MBBS ,Dentist,Rockland Hospital
205,Dr. Aishwarya Verma,13.0,DM - Cardiology DNB (Cardiology) MNAMS - General Surgery ,Dentist,Max Super Speciality Hospital
206,Dr. Ajanta Chakravarty,23.0,MBBS MD - General Medicine DM - Nephrology ,Ophthalmologist/EyeSurgeon,Manipal Hospital
207,Dr. Ajay Aggarwal,15.0,MD - Pediatrics DNB - Paediatrics MBBS ,"Cardiologist,InterventionalCardiologist,GeneralPhysician",Max Superspeciality Hospital
208,Dr. Ajay Bhutani,25.0,MBBS MS - General Surgery MCh - Neuro Surgery ,"Neurosurgeon,Neurologist",Sir Ganga Ram Hospital
209,Dr. Ajay Chauhan,32.0,MBBS MD - Obstetrics & Gynaecology ,LaparoscopicSurgeon,Blk Super Speciality Hospital
210,Dr. Ajay Churasia,27.0,MBBS ,Cardiologist,Saifee Hospital
211,Dr. Ajay Deshpande,,MBBS MS - Orthopaedics ,Dermatologist,Maharashtra Medical Foundation - Joshi Hospital
212,Dr. Ajay Gupta,,,"GeneralSurgeon,LaparoscopicSurgeon",Medipoint Hospital
212,Dr. Ajay Gupta,12.0,"MBBS DNB - General Medicine DNB - Endocrinology, Diabetes, Metabolism ",Emergency&CriticalCare,Max Superspeciality Hospital
213,Dr. Ajay Hirakannawar,8.0,BAMS MD - Yoga and Rehab ,CardiacSurgeon,Deenanath Mangeshkar Hospital
214,Dr. Ajay I Dudani,27.0,MBBS MD - General Medicine DM - Cardiology ,Ophthalmologist/EyeSurgeon,Bombay Hospital & Medical Research Centre
215,Dr. Ajay Jog,13.0,MBBS MS - General Surgery ,Dentist,Deenanath Mangeshkar Hospital
216,Dr. Ajay K. Tiwari,14.0,MBBS MD - Nephrology DM - Nephrology ,Pediatrician,Mata Chanan Devi Hospital
217,Dr. Ajay Kaul,14.0,MS - Orthopaedics M.Ch - Orthopaedics ,CardiacSurgeon,Fortis Escorts
218,Dr. Ajay Kochhar,14.0,BPTh/BPT PG Diploma in Manipulative Physiotherapy ,TuberculousandchestDiseasesSpecialist,Sanjeevan Hospital
219,Dr. Ajay Kolse,,MBBS MD - General Medicine ,Oncologist,Holy Spirit Hospital
220,Dr. Ajay Kothari,,MBBS Diploma in Otorhinolaryngology (DLO) MS - ENT ,Orthopedist,Sancheti Hospital
221,Dr. Ajay Kothari R,,MBBS MS - Orthopaedics M.Ch - Orthopaedics ,Orthopedist,Sancheti Hospital
222,Dr. Ajay Kumar,16.0,MBBS MD - General Medicine DM - Nephrology ,Gastroenterologist,Fortis Escorts
222,Dr. Ajay Kumar,34.0,MBBS Diploma in Otorhinolaryngology (DLO) MS - ENT ,Anesthesiologist,Sri Balaji Action Medical Institute
223,Dr. Ajay Kumar Agarwal,,F.A.C.S Fellowship in Minimal Access Surgery FRS FIAGES MBBS MS - General Surgery ,Pediatrician,Kailash Deepak Memorial Hospital
224,Dr. Ajay Kumar Ajmani,33.0,MBBS DM - Cardiology MD - General Medicine ,Endocrinologist,Blk Super Speciality Hospital
225,Dr. Ajay Kumar Joopaka,,,Psychiatrist,Russh Super Specialty Hospital
226,Dr. Ajay Kumar Neeli,22.0,Diploma in Anesthesiology MBBS ,ENT/Otorhinolaryngologist,KIMS - Krishna Institute of Medical Sciences
227,Dr. Ajay Kumar Paruchuri,,MBBS MCh - Neuro Surgery MS - General Surgery ,"Orthopedist,JointReplacementSurgeon,SpineSurgeon",KIMS Hospital
228,Dr. Ajay Lall,20.0,MS - Ophthalmology ,Pulmonologist,Max Super Speciality Hospital
229,Dr. Ajay Malik,21.0,MBBS Diploma in Otorhinolaryngology (DLO) MS - ENT ,Gynecologist/Obstetrician,Sri Balaji Action Medical Institute
230,Dr. Ajay Mehta,17.0,MBBS MS - General Surgery ,"Gynecologist,Obstetrician",Bhatia  Hospital
230,Dr. Ajay Mehta,28.0,MBBS MD - Medicine DNB - Nephrology ,"Oncologist,Radiologist",Sanjeevan Hospital
231,Dr. Ajay Rao P,,BAMS ,RadiationOncologist,Cytecare Cancer Hospitals
232,Dr. Ajay Sharma,32.0,MBBS MD - General Medicine MS - Urology ,GastroentrologySurgeon,Sir Ganga Ram Hospital
232,Dr. Ajay Sharma,4.0,MBBS MD - Obstetrics & Gynaecology ,Dentist,Max Superspeciality Hospital
232,Dr. Ajay Sharma,37.0,MBBS MS - General Surgery DNB - General Surgery Fellowship in Gynaec Oncology MS - Oncology ,Dentist,Max Hospital
232,Dr. Ajay Sharma,48.0,MBBS MS - General Surgery FRCS - General Surgery ,DentalSurgeon,Max Super Speciality Hospital
233,Dr. Ajay Shetty,,MBBS MS - General Surgery MCh - Plastic Surgery ,"Urologist,Andrologist",Sakra World Hospital
234,Dr. Ajay Sood,21.0,MBBS MS - General Surgery MRCS (UK) ,GeneralSurgeon,Sanjeevan Hospital
235,Dr. Ajay Swaroop,39.0,MBBS MS - ENT Diploma in Otorhinolaryngology (DLO) ,ENT/Otorhinolaryngologist,Sir Ganga Ram Hospital
236,Dr. Ajay Vyas,,MBBS DNB - Internal Medicine MNAMS (Membership of the National Academy) M.H.Sc-Diabetology MD - General Medicine ,Neurologist,Holy Spirit Hospital
236,Dr. Ajay Vyas,,MBBS FRCS - General Surgery ,Neurologist,Criti Care Multi Speciality Hospital & Research Centre
237,Dr. Ajay Yadav,13.0,Fellowship in Vascular & Endovascular Surgery MBBS MS - General Surgery MRCS (UK) ,GeneralSurgeon,Sir Ganga Ram Hospital
238,Dr. Ajinkya Avinash Kelkar,,MBBS MD - General Medicine ,,Maharashtra Medical Foundation - Joshi Hospital
239,Dr. Ajit Ashok Cherian,,MBBS Diploma in Orthopaedics DNB - Orthopedics/Orthopedic Surgery ,Cardiologist,Madras Medical Mission Hospital
240,Dr. Ajit Desai,29.0,MBBS DCH ,Cardiologist,Sir H.N. Reliance Foundation Hospital & Research Centre
240,Dr. Ajit Desai,,BPTh/BPT MPTh/MPT - Neurological Physiotherapy ,Cardiologist,Guru Nanak Hospital
240,Dr. Ajit Desai,,,Cardiologist,Jaslok Hospital
241,Dr. Ajit K Yadav,7.0,MBBS DNB - Radio Diagnosis ,InterventionalRadiologist,Sir Ganga Ram Hospital
242,Dr. Ajit K. Sinha,25.0,MBBS MS - General Surgery MCh - Neuro Surgery ,Neurosurgeon,Sir Ganga Ram Hospital
243,Dr. Ajit Kumar Borkar,25.0,MBBS MD - Pathology DM - Haematology Pathology/Hematopthology ,PlasticSurgeon,S L Raheja Fortis Hospital
244,Dr. Ajit Kumar Singh,5.0,MBBS ,Nephrologist/RenalSpecialist,Fortis Hospital
245,Dr. Ajit Mansingh,8.0,MBBS MD - Medicine DNB - Nephrology ,ENT/Otorhinolaryngologist,Max Super Speciality Hospital
246,Dr. Ajit Mehta,31.0,MBBS Diploma in Otorhinolaryngology (DLO) ,Gynecologist,Bhatia  Hospital
246,Dr. Ajit Mehta,8.0,MBBS MS - Obstetrics & Gynaecology Diploma in Advanced Gynaec Laparoscopic Surgery ,Cardiologist,Noble Hospital
247,Dr. Ajit Nalawade,4.0,MBBS MS - Oncology MCh - Surgical Oncology ,Homoeopath,Noble Hospital
247,Dr. Ajit Nalawade,24.0,MBBS ,Rheumatologist,Ruby Hall Clinic
247,Dr. Ajit Nalawade,,MBBS DM - Neurology ,Rheumatologist,Sancheti Hospital
248,Dr. Ajit Ranade,,MBBS MD - Dermatology ,Orthopedist,Maharashtra Medical Foundation - Joshi Hospital
249,Dr. Ajit Saxena,,,"PaediatricIntensivist,Pediatrician",Metro Multispeciality Hospital
250,Dr. Ajit Sharan Sahay,,,Pediatrician,MITR Hospitals
251,Dr. Ajit Vaze,31.0,MBBS MS - General Surgery MCh - Paediatric Surgery ,UrologicalSurgeon,Saifee Hospital
252,Dr. Ajit Vigg,18.0,DM - Neurology MBBS MD - Internal Medicine ,TuberculousandchestDiseasesSpecialist,Apollo Hospitals
253,Dr. Ajit Virkud,26.0,MBBS MCh - Urology ,Gynecologist,Bhatia  Hospital
254,Dr. Ajit Yadav,25.0,MBBS MD - Medicine DM - Neurology ,Orthopedist,Global Hospital
255,Dr. Ajita Bagai,32.0,MD - Nephrology MBBS ,Dermatologist,Max Super Speciality Hospital
256,Dr. Ajith,,MBBS MS - Orthopaedics ,Pediatrician,Guru Nanak Hospital
257,Dr. Ajith Kara,22.0,MBBS MCh - Plastic Surgery ,Pediatrician,Max Superspeciality Hospital
258,Dr. Ajith Kumar Patnaik,,,"Cardiologist,GeneralPhysician",Thatha Hospital
259,Dr. Ajith Prabhu,2.0,MBBS MD - Psychiatry ,Orthopedist,Apollo Hospital
260,Dr. Ajju Agnihotri,13.0,MBBS DNB - General Surgery ,,Max Superspeciality Hospital
261,Dr. Aju Abraham John,17.0,MBBS MS - ENT ,Neurologist,Columbia Asia Hospital
262,Dr. Akhil K. Bhat,16.0,MBBS MS - General Surgery DNB - Cardiothoracic Surgery ,"LaparoscopicSurgeon,GeneralSurgeon",St. Philomena's Hospital
263,Dr. Akhil Kumar Rustagi,,MBBS MD - Psychiatry ,CardiothoracicandVascularSurgeon,Venkateshwar Hospital
264,Dr. Akhila,12.0,MBBS MS - Obstetrics & Gynaecology ,Radiologist,St. Philomena's Hospital
265,Dr. Akhila Sangeetha Bhat U,,MBBS MS - ENT DNB - Otorhinolaryngology ,"Gynecologist,Obstetrician",Cloudnine Hospital
266,Dr. Akhilesh Pandey,18.0,MBBS MD - Pediatrics ,CardiacSurgeon,Max Super Speciality Hospital
267,Dr. Akhilesh Sharma,,MBBS MS - General Surgery MCh - Paediatric Surgery ,Orthopedist,Kailash Hospital
267,Dr. Akhilesh Sharma,15.0,MBBS MD - Medicine FICA ,GeneralPhysician,Bombay Hospital & Medical Research Centre
268,Dr. Akhilesh Srivastava,15.0,MBBS ,Cardiologist,Max Smart Super Speciality Hospital
268,Dr. Akhilesh Srivastava,12.0,MBBS MD - Medicine DM - Oncology ,Cardiologist,Max Super Speciality Hospital
269,Dr. Akhilesh Verma,43.0,MBBS MS - MS.Medicine MCh - Paediatric Surgery ,Pediatrician,Hindustan Health Point
270,Dr. Akshata Bhat,,MBBS ,"Psychiatrist,AddictionPsychiatrist",Guru Nanak Hospital
271,Dr. Akshay Kapoor,16.0,"MBBS DNB - Endocrinology, Diabetes, Metabolism ","Pediatrician,Gastroenterologist",Max Superspeciality Hospital
272,Dr. Akshay Mehta,8.0,MBBS DNB - General Surgery MCh - Plastic Surgery DNB - Plastic Surgery Fellowship in Micro Ear surgery ,Cardiologist,BSES MG Hospital
273,Dr. Akshay Raut,30.0,MBBS MS - Ophthalmology ,"Dentist,OralMedicineandRadiology,Implantologist",Noble Hospital
274,Dr. Akshay Shah,23.0,MBBS DNB - General Medicine ,Oncologist,S L Raheja Fortis Hospital
275,Dr. Alagesan,,,Cardiologist,K M Speciality & Pediatric Care
276,Dr. Alakananda Banerjee,36.0,DM - Cardiology ,Physiotherapist,Max Super Speciality Hospital
277,Dr. Alate Pradeep,,MBBS MS - Ophthalmology Fellowship in Oculoplasty Fellowship in Oculoplasty FAICO (Fellow of All India Collegium of Ophthalmology) ,Pediatrician,Sahyadri Hospitals
278,Dr. Albert,,,"Pediatrician,PaediatricIntensivist",K M Speciality & Pediatric Care
278,Dr. Albert,,,PediatricSurgeon,K M Speciality & Pediatric Care
279,Dr. Albert D'souza,,,"Orthopedist,JointReplacementSurgeon",Felix Hospital
280,Dr. Albert Paul,7.0,MBBS MD - General Medicine DNB (Cardiology) ,GeneralPhysician,St.Isabel's Hospital
281,Dr. Alfred Paul,11.0,MBBS MD - Dermatology Diploma in Nuclear Cardiology Fellow of the American Academy of Dermatology (FAAD) ,GeneralPhysician,St.Isabel's Hospital
282,Dr. Aliasgar Behrainwala,12.0,MBBS MD - Medicine DM - Neurology ,Cardiologist,Sir H.N. Reliance Foundation Hospital & Research Centre
282,Dr. Aliasgar Behrainwala,5.0,MBBS DGO ,Cardiologist,Saifee Hospital
283,Dr. Alifiya S Bapai,18.0,MBBS MS - Ophthalmology ,Gynecologist,Saifee Hospital
284,Dr. Alisha,19.0,MBBS MCh - Plastic Surgery FRCS - General Surgery D.Sc FAMS - Fellowship of the Academy Medicine ,Gynecologist/Obstetrician,Saifee Hospital
285,Dr. Alka Chaudhary,,BAMS MD - Ayurveda ,"Gynecologist,Obstetrician",Rockland Hospital
285,Dr. Alka Chaudhary,12.0,MBBS MS - Obstetrics & Gynaecology MRCOG ,"Gynecologist,Obstetrician",Fortis Hospital
286,Dr. Alka Chengapa,31.0,MBBS MD - General Medicine PGDGM Mmed Infection and Immunity ,GeneralPhysician,Apollo Hospitals
287,Dr. Alka Gujral,18.0,MBBS DNB MNAMS (Membership of the National Academy) MRCOG Diploma of the Faculty of Family Planning (DFFP) Fellowship in Reproductive Medicine ,"Obstetrician,Gynecologist",Max Super Speciality Hospital
288,Dr. Alka Gupta,5.0,MBBS DM - Medical Genetics MS - Obstetrics & Gynaecology ,"Gynecologist,Obstetrician,InfertilitySpecialist",Fortis Hospital
288,Dr. Alka Gupta,28.0,MBBS MS - General Surgery MCh - Neuro Surgery ,"Gynecologist,Obstetrician,InfertilitySpecialist",Fortis Hospital
288,Dr. Alka Gupta,11.0,MBBS MS - General Surgery MCh - Neuro Surgery ,Dermatologist,Mata Chanan Devi Hospital
289,Dr. Alka Kumar,19.0,MBBS MD - Internal Medicine ,NuclearMedicinePhysician,Blk Super Speciality Hospital
289,Dr. Alka Kumar,9.0,MBBS MD - Psychiatry ,Gynecologist,S L Raheja Fortis Hospital
290,Dr. Alka Sinha,28.0,MBBS MD - Internal Medicine ,"Gynecologist,Obstetrician",Blk Super Speciality Hospital
291,Dr. Alka Vohra,41.0,MBBS MS - Orthopaedics DNB - Orthopedics/Orthopedic Surgery ,Gynecologist/Obstetrician,Sanjeevan Hospital
292,Dr. Almans Khan,37.0,MBBS MS - ENT Diploma in Otorhinolaryngology (DLO) ,GeneralSurgeon,Saifee Hospital
292,Dr. Almans Khan,12.0,MBBS MS - General Surgery MD - Physician ,GeneralSurgeon,Masina Hospital 
293,Dr. Almas Jaan,,MBBS MS - General Surgery MCh - Urology ,Radiologist,Abhijay Hospital Pvt Ltd
294,Dr. Alok Agarwal,28.0,MBBS MS - ENT ,ENT/Otorhinolaryngologist,Sir Ganga Ram Hospital
295,Dr. Alok Gupta,30.0,MBBS MD - Pediatrics DCH ,"InternalMedicine,MedicalOncologist",Max Super Speciality Hospital
296,Dr. Alok Kalyani,30.0,MBBS DGO MD - Obstetrics & Gynaecology ,"Rheumatologist,InternalMedicine,GeneralPhysician",Max Hospital
296,Dr. Alok Kalyani,25.0,MBBS MD - Pulmonary Medicine ,"Rheumatologist,InternalMedicine,GeneralPhysician",Jaipur Golden Hospital
296,Dr. Alok Kalyani,31.0,MBBS MS - General Surgery MCh - Endocrine Surgery ,"Rheumatologist,InternalMedicine,GeneralPhysician",Max Superspeciality Hospital
297,Dr. Alok Kumar,19.0,MBBS MD - General Medicine DM - Nephrology ,GeneralPhysician,Fortis Hospital
298,Dr. Alok Mukherjee,12.0,MBBS MNAMS - Urology ,Ophthalmologist/EyeSurgeon,Hindustan Health Point
299,Dr. Alok Ranjan,8.0,MBBS MD - Obstetrics & Gynaecology ,Neurosurgeon,Apollo Hospitals
300,Dr. Alok Rath,21.0,MBBS MD - Pediatrics ,"GeneralSurgeon,LaparoscopicSurgeon,BariatricSurgeon",Care Hospitals
301,Dr. Alok Sharma,7.0,MBBS MD - Internal Medicine DM - Cardiology ,Orthopedist,Fortis Escorts
302,Dr. Aloke Dhar,10.0,MBBS MD - General Medicine Diploma in Cardiology ,Radiologist,Sri Balaji Action Medical Institute
303,Dr. Aloy J Mukherjee,,MBBS ,"LaparoscopicSurgeon,ObesitySpecialist,GastroentrologySurgeon",Indraprastha Apollo Hospitals
304,Dr. Alpa Khakhar,5.0,MBBS DM - Nephrology ,Gynecologist,Apollo Hospital
305,Dr. Alpana Prasad,28.0,MBBS MS - General Surgery MCh - Paediatric Surgery ,"PediatricSurgeon,LaparoscopicSurgeon",Sir Ganga Ram Hospital
306,Dr. Alpana Sowani,18.0,MBBS MD - Microbiology ,Diabetologist,S L Raheja Fortis Hospital
307,Dr. Altaf Ali,13.0,MBBS MD - Pathology ,,Max Superspeciality Hospital
308,Dr. Altamash Shaikh,16.0,MBBS MS - General Surgery MCh - Urology ,Diabetologist,Masina Hospital 
308,Dr. Altamash Shaikh,17.0,MBBS MD - General Medicine DM - Neurology ,Diabetologist,S L Raheja Fortis Hospital
308,Dr. Altamash Shaikh,41.0,BDS MDS ,Diabetologist,Saifee Hospital
309,Dr. Aluri Vijayalakshmi,,"MBBS MD - Dermatology , Venereology & Leprosy ",,Sri Sri Holistic Hospitals
310,Dr. Amal Louis,,,InterventionalCardiologist,Kauvery Hospitals
311,Dr. Amal Roy Chaudhoory,10.0,MBBS DNB  - Medical Oncology ,Oncologist,Max Super Speciality Hospital
311,Dr. Amal Roy Chaudhoory,16.0,MBBS MS - General Surgery MCh - Urology ,Oncologist,Max Superspeciality Hospital
312,Dr. Aman Makhija,18.0,MBBS MD - Cardiology DM - Cardiology ,Cardiologist,Sir Ganga Ram Hospital
313,Dr. Aman Popli,34.0,MBBS MD - Obstetrics & Gynaecology FICMCH Fellowship in Minimal Access Surgery FICOG ,Prosthodontist,Max Super Speciality Hospital
313,Dr. Aman Popli,15.0,MBBS Diploma in Tuberculosis and Chest Diseases (DTCD) ,Prosthodontist,Max Hospital
313,Dr. Aman Popli,2.0,MBBS MD - Medicine DM - Neurology ,Prosthodontist,Max Superspeciality Hospital
314,Dr. Amanjot Singh,41.0,DNB - Nephrology ,Ophthalmologist/EyeSurgeon,Max Super Speciality Hospital
315,Dr. Amar B. R.,,,"Neurologist,GeriatricNeurologist",Sagar Hospital DSI
316,Dr. Amar Dev,,MBBS DNB - Paediatrics ,Ophthalmologist,Tirath Ram Shah Hospital
317,Dr. Amar Dewan,,,"GeneralSurgeon,LaparoscopicSurgeon",Jeevan Anmol Hospital
318,Dr. Amar Raghu Narayanan G,47.0,MBBS ,PlasticSurgeon,Continental Hospitals
319,Dr. Amar Shinde,24.0,MBBS DNB - Orthopedics/Orthopedic Surgery MNAMS - Orthopaedics ,"Psychiatrist,Neuropsychiatrist,GeriatricPsychiatrist",Noble Hospital
320,Dr. Amar Shinghal,17.0,MBBS MS - General Surgery MCh - Cardio Thoracic Surgery ,Cardiologist,Sri Balaji Action Medical Institute
321,Dr. Amar Vennapusa,27.0,MBBS MD - Anaesthesiology ,"BariatricSurgeon,LaparoscopicSurgeon",Continental Hospitals
322,Dr. Amar singh rathor (PT),,,NeuroPhysiotherapist,Felix Hospital
323,Dr. Amarjeet Singh,17.0,MD - Anaesthesiology MBBS ,Anesthesiologist,Sir Ganga Ram Hospital
324,Dr. Amarjit Singh,12.0,MBBS MS - General Surgery ,Orthopedist,Fortis Hospital
325,Dr. Amarnath Kulkarni,,,Pediatrician,Lotus Hospital for Women and Childrens
326,Dr. Ambadas Kathare,,,Orthopedist,Landmark Hospitals
327,Dr. Ambar Khaira,,BAMS MD - Ayurveda ,Nephrologist/RenalSpecialist,Rockland Hospital
328,Dr. Ambardekar Shekhar Shriram,18.0,MBBS ,Cardiologist,S L Raheja Fortis Hospital
329,Dr. Ambarish Saraf,6.0,BAMS ,"Orthopedist,JointReplacementSurgeon",Godrej Memorial Hospital
330,Dr. Ambarish Satwik,13.0,MBBS MS - General Surgery DNB - Peripheral Vascular Surgery ,VascularSurgeon,Sir Ganga Ram Hospital
331,Dr. Ambuj Garg,19.0,MBBS DNB - General Medicine ,GeneralPhysician,Sir Ganga Ram Hospital
332,Dr. Ambuja B N,,,Gynecologist/Obstetrician,P D Hinduja Sindhi Hospital 
333,Dr. Ameet Mandot,30.0,MBBS MS - General Surgery ,Gastroenterologist,Bombay Hospital & Medical Research Centre
333,Dr. Ameet Mandot,28.0,MBBS ,Gastroenterologist,S L Raheja Fortis Hospital
334,Dr. Ameet Pispati,14.0,MCh - Urology MBBS ,"Orthopedist,JointReplacementSurgeon",Bhatia  Hospital
334,Dr. Ameet Pispati,,,"Orthopedist,JointReplacementSurgeon",Jaslok Hospital
335,Dr. Amey Medhekar,29.0,MD - General Medicine MBBS ,InternalMedicine,S L Raheja Fortis Hospital
336,Dr. Ameya Padmawar,18.0,MBBS DGO DNB MRCOG ,Gynecologist,S L Raheja Fortis Hospital
337,Dr. Ameya Purandare,25.0,MBBS MS - Orthopaedics ,Gynecologist/Obstetrician,Bombay Hospital & Medical Research Centre
338,Dr. Ameya Puranik,8.0,MBBS Fellow of Royal College of Obstetricians and Gynaecologists FRCOG (London) ,NuclearMedicinePhysician,Bombay Hospital & Medical Research Centre
339,Dr. Ameya Udyavar,53.0,MBBS MS - General Surgery MCh - Urology/Genito-Urinary Surgery ,"Cardiologist,InterventionalCardiologist",Fortis Hospital
340,Dr. Amin Kaba,31.0,MBBS MS - General Surgery FRCS - General Surgery ,Pediatrician,Saifee Hospital
341,Dr. Amin Rahim Kaba,13.0,MBBS MD - Pathology ,Pediatrician,Masina Hospital 
342,Dr. Amir Khoja,5.0,MS - ENT Diploma in Otorhinolaryngology (DLO) MBBS ,Pulmonologist,Ruby Hall Clinic
343,Dr. Amish Mhatre,9.0,MBBS MD - Pediatrics ,VascularSurgeon,Fortis Hospital
343,Dr. Amish Mhatre,12.0,"MS - Orthopaedics Fellowship in Joint Replacement Fellowship in Arthroscopy & Sports Injury Fellowship in Joint Replacement Surgery of Hip and Knee, Puttlingen, Germany ",VascularSurgeon,BSES MG Hospital
344,Dr. Amish P. Mhatre,20.0,MBBS MD - General Medicine DM - Neurology ,VascularSurgeon,Fortis Hospital
345,Dr. Amish Udani,18.0,MBBS MD - Anaesthesiology PDCC - Hand ,Nephrologist,Godrej Memorial Hospital
346,Dr. Amish Vasant	Dalal,17.0,MS - ENT MBBS ,Oncologist,Bhatia  Hospital
347,Dr. Amit Agarwal,14.0,MBBS MD - Tuberculosis & Respiratory Diseases / Pulmonary Medicine European Diploma in Respiratory Medicine ,MedicalOncologist,Blk Super Speciality Hospital
347,Dr. Amit Agarwal,12.0,MBBS MD - General Medicine Diploma in Cardiology ,Pediatrician,Max Smart Super Speciality Hospital
347,Dr. Amit Agarwal,32.0,MBBS MD - Pathology ,Pediatrician,Batra Hospital & Medical Research Centre
348,Dr. Amit Baweja,38.0,MBBS MS - General Surgery MCh - Plastic Surgery ,InternalMedicine,Mata Chanan Devi Hospital
349,Dr. Amit Bhargava,16.0,MBBS MS - General Surgery FRCS - General Surgery FRCS - Cardiothoracic Surgery ,RadiationOncologist,Max Smart Super Speciality Hospital
350,Dr. Amit Bipati,13.0,MBBS ,Orthopedist,Bhatia  Hospital
351,Dr. Amit Chandra,16.0,MBBS MD - General Medicine ,Cardiologist,Sri Balaji Action Medical Institute
352,Dr. Amit Chaudhary,22.0,MBBS DM - Nephrology DNB - Nephrology  FRCP ,CardiacSurgeon,Blk Super Speciality Hospital
353,Dr. Amit Dhamija,17.0,MD - Tuberculosis & Respiratory Diseases / Pulmonary Medicine MBBS ,Pulmonologist,Sir Ganga Ram Hospital
354,Dr. Amit Garg,12.0,MBBS MD - Pathology ,Radiologist,St Stephens Hospital
354,Dr. Amit Garg,,,Radiologist,Metro Multispeciality Hospital
355,Dr. Amit Handa,22.0,MBBS MS - General Surgery ,Neurologist,St Stephens Hospital
356,Dr. Amit K Jotwani,13.0,MS - General Surgery MBBS ,RadiationOncologist,Continental Hospitals
357,Dr. Amit K Tyagi,10.0,MBBS MS - General Surgery MCh - Plastic Surgery Fellowship in Cosmetic Surgery ,Pediatrician,Blk Super Speciality Hospital
358,Dr. Amit Khosla,30.0,MBBS DNB - Ophthalmology MD - Ophthalmology ,Ophthalmologist/EyeSurgeon,Sir Ganga Ram Hospital
359,Dr. Amit Kulkarni,,MBBS ,Psychiatrist,Guru Nanak Hospital
360,Dr. Amit Kumar,,,"Dentist,OralAndMaxilloFacialSurgeon,DentalSurgeon",Brookefield Hospital
360,Dr. Amit Kumar,18.0,MBBS MS - General Surgery MCh - Cardio Thoracic and Vascular Surgery ,Radiologist,Max Super Speciality Hospital
361,Dr. Amit Kumar Agarwal,,MBBS MS - ENT ,"Orthopedist,JointReplacementSurgeon,SpineSurgeon",Indraprastha Apollo Hospitals
362,Dr. Amit Kumar Malik,3.0,MS - General Surgery MBBS ,Cardiologist,Blk Super Speciality Hospital
363,Dr. Amit Kumar Shridhar,8.0,MBBS MS - General Surgery MCh - Oncology ,Orthopedist,Max Hospital
364,Dr. Amit Kumar Singhal,14.0,MBBS DNB ,Anesthesiologist,Blk Super Speciality Hospital
365,Dr. Amit Majethia,24.0,MBBS Diploma in Tuberculosis and Chest Diseases (DTCD) ,Orthodontist,Masina Hospital 
365,Dr. Amit Majethia,,MBBS MD - Anaesthesiology ,Orthodontist,Guru Nanak Hospital
366,Dr. Amit Majumdar,,MBBS DAA ,GeneralPhysician,Inamdar Multispeciality Hospital
367,Dr. Amit Malhotra,34.0,MBBS MD - General Medicine ,Cardiologist,Sri Balaji Action Medical Institute
