,ID,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS
1562,1562,Atullok Hospital,"Vikhroli East, Mumbai",1,15
1563,1563,Unique Hospital,"Andheri West, Mumbai",1,15
1564,1564,Regent Hospital,"Mira Road, Mumbai",1,50
1565,1565,Lotus Multi Speciality Hospital,"Bhandup West, Mumbai",1,15
1566,1566,Birati Municipal Hospital,"Dumdum, Kolkata",1,75
1567,1567,Thunga Hospital,"Malad West, Mumbai",1,140
1568,1568,Namaha Healthcare,"Kandivali West, Mumbai",1,60
1569,1569,Womens Hospital,"Andheri West, Mumbai",1,12
1570,1570,Zen Multispeciality Hospital,"Chembur, Mumbai",1,110
1571,1571,Seema Multispeciality Hospital,"Nalasopara West, Mumbai",1,30
1572,1572,Aastha Maternity & Surgical Nursing Home,"Lal baug, Mumbai",1,10
1573,1573,Zynova Heart Hospital,"Ghatkopar West, Mumbai",1,25
1574,1574,Sneha Hospital,"Bhayandar East, Mumbai",1,11
1575,1575,Apollo Spectra Hospital,"Chembur, Mumbai",1,16
1576,1576,Suvidha Hospital & Polyclinic,"Goregaon West, Mumbai",1,15
1577,1577,Dr. Farid's Hospital,"Mira Road, Mumbai",1,15
1578,1578,Shah Nursing Home ,"Matunga, Mumbai",1,8
1579,1579,Naba Jiban Hospital,"Shyambazar, Kolkata",1,10
1580,1580,Radius Joint Surgery Hospital,"Gomtinagar, Lucknow",1,25
1581,1581,Nirvan Hospital,"Indira Nagar, Lucknow",1,50
1582,1582,Adarsh Hospital and welfare center,"Ashiyana, Lucknow",1,15
1583,1583,Jwala Hospital,"Indira Nagar, Lucknow",1,15
1584,1584,Raghvansh Hospital,"Kalyanpur, Lucknow",1,5
1585,1585,Lucknow Unani Hospital,"Mahanagar, Lucknow",1,2
1586,1586,Srijan The Fertility Centre & Women Care Hospital,"Borivali West, Mumbai",1,15
1587,1587,Kohinoor Hospital,"Kurla West, Mumbai",1,175
1588,1588,Narurkar ENT Hospital,"Chembur East, Mumbai",1,2
1589,1589,Eye care centre,"Malad West, Mumbai",1,10
1590,1590,Rushabh Hospital,"Chembur, Mumbai",1,10
1591,1591,Criticare Hospital,"Andheri East, Mumbai",1,100
1592,1592,Kapadia Multispeciality Hospital,"Goregaon West, Mumbai",1,30
1593,1593,Parakh Hospital,"Ghatkopar, Mumbai",1,80
1594,1594,SAS Hospital,"Bhandup West, Mumbai",1,25
1595,1595,Mehta International Eye Institute,"Colaba, Mumbai",1,3
1596,1596,Zoi Hospitals,"Attapur, Hyderabad",1,50
1597,1597,MEDS Hospital ,"Old City, Hyderabad",1,20
1598,1598,Sundari Maternity and General Hospital,"Alwal, Hyderabad",1,25
1599,1599,Poulomi Hospital,"Kapra, Hyderabad",1,120
1600,1600,Sri Venkata Sai Nursing Home,"Dilsukhnagar, Hyderabad",1,20
1601,1601,Azam Hospital,"Old City, Hyderabad",1,15
1602,1602,Sai Shourya's Test Tube Baby Centre,"Kukatpally, Hyderabad",1,10
1603,1603,Vijaya Marie Hospital,"Attapur, Hyderabad",1,6
1604,1604,Ankura Children's Hospital,"Madinaguda, Hyderabad",1,50
1605,1605,GNR Multi Speciality Hospital,"Alwal, Hyderabad",1,50
1606,1606,Neelima Hospital,"Erragadda, Hyderabad",1,70
1607,1607,Pulse Hospital,"Padmarao Nagar, Hyderabad",1,51
1608,1608,Sai Preethi Life Line Hospital & Diagnostics,"Mehdipatnam, Hyderabad",1,10
1609,1609,Sri Balaji Nursing Home,"Uppal, Hyderabad",1,30
1610,1610,New National Hospital,"Santosh Nagar, Hyderabad",1,10
1611,1611,KIMS Bibi Hospital,"Malakpet, Hyderabad",1,150
1612,1612,Sigma Hospital ,"Jeedimetla, Hyderabad",1,150
1613,1613,Krishnaveni Hospital,"Hayathnagar, Hyderabad",1,50
1614,1614,Madhava Multispeciality Hospital,"Secunderabad, Hyderabad",1,100
1615,1615,Nimra Hospital,"Falaknuma, Hyderabad",1,15
1616,1616,Pushpa Maternity And Nursing Home,"Malakpet, Hyderabad",1,50
1617,1617,Navjeevan Hospitals,"Secunderabad, Hyderabad",1,50
1618,1618,SLMS  Hospital,"Nagole, Hyderabad",1,6
1619,1619,Micro Care Skin and ENT Hospital,"Jubilee Hills, Hyderabad",1,5
1620,1620,Manas Eye Hospital,"Moti Nagar, Hyderabad",1,15
1621,1621,Oarchid Hospital,"Kothapet, Hyderabad",1,50
1622,1622,O.P Memorial Hospital,"Rohini, Delhi",1,4
1623,1623,Maharaja Agrasen Hospital,"Dwarka, Delhi",1,1
1624,1624,Kirti Nursing Home,"Delhi, Delhi",1,20
1625,1625,Sharma clinic & maternity home,"Laxmi Nagar, Delhi",1,20
1626,1626,Midas ENT Head & Neck Super Speciality Hospital,"Dilsukhnagar, Hyderabad",1,100
1627,1627,Remedy Hospitals,"Kukatpally, Hyderabad",1,80
1628,1628,Dr. P Siva Reddy Eye Hospital,"Himayat Nagar, Hyderabad",1,20
1629,1629,Srinivasa Hospital,"Narayanguda, Hyderabad",1,100
1630,1630,Dr Raos Super Speciality ENT Hospital,"Punjagutta, Hyderabad",1,10
1631,1631,"Nirmala Maternity, Orthopaedic And General Hospital","Mehdipatnam, Hyderabad",1,30
1632,1632,Endo Viz Hospital,"Kukatpally, Hyderabad",1,75
1633,1633,Soorya Orthopaedic Hospital,"Ecil, Hyderabad",1,50
1634,1634,Konaseema Hospitals,"Kukatpally, Hyderabad",1,100
1635,1635,Dr Naveen Reddy's General Hospital,"Moti Nagar, Hyderabad",1,50
1636,1636,Pavan Sai Hospital,"LB Nagar, Hyderabad",1,10
1637,1637,Sainath Hospital,"Ameerpet, Hyderabad",1,10
1638,1638,Leela Hospital,"Moti Nagar, Hyderabad",1,20
1639,1639,Marvel Maternity And Nursing Home,"Chandrayangutta, Hyderabad",1,15
1640,1640,Sri Tirumala Maternity & Nursing Home,"Vidyanagar, Hyderabad",1,10
1641,1641,Sree Srinivasa ENT Care & Reasearch Institute,"Punjagutta, Hyderabad",1,10
1642,1642,Pavithra Hospital,"Old Bowenpally, Hyderabad",1,20
1643,1643,Freedom Multi Speciality And Chest Hospital,"LB Nagar, Hyderabad",1,15
1644,1644,Kakatiya Hospital,"Gachibowli, Hyderabad",1,30
1645,1645,Rays Lifestyle Hospital,"Banjara Hills, Hyderabad",1,100
1646,1646,Doctors Hospital,"Chaitanyapuri, Hyderabad",1,25
1647,1647,Child Care Children Hospital,"Jeedimetla, Hyderabad",1,6
1648,1648,Supraja Hospitals,"Nagole, Hyderabad",1,100
1649,1649,Huma Hospital,"Yakutpura, Hyderabad",1,20
1650,1650,Safe Children Hospital,"Malakpet, Hyderabad",1,100
1651,1651,Sarvani Hospital,"Santosh Nagar, Hyderabad",1,20
1652,1652,Vijaya Vamsi Hospital,"Somajiguda, Hyderabad",1,10
1653,1653,Dr Mohans Diabetes Specialities Centre,"Jubilee Hills, Hyderabad",1,16
1654,1654,Citi Neuro Centre,"Banjara Hills, Hyderabad",1,60
1655,1655,Niyar Nursing Home,"Chandrayangutta, Hyderabad",1,15
1656,1656,Maa ENT Hospital,"Balanagar, Hyderabad",1,4
1657,1657,Shreya Hospital,"Borabanda, Hyderabad",1,20
1658,1658,Vet N Pet Hospital,"Jubilee Hills, Hyderabad",1,15
1659,1659,Lakshmi Ayurveda Hospital,"Vanasthalipuram, Hyderabad",1,5
1660,1660,Jayaprada Hospital,"Lothkunta, Hyderabad",1,20
1661,1661,Dr Akram Ali Nursing Home,"Santosh Nagar, Hyderabad",1,10
1662,1662,Prashamsa Hospital,"Alwal, Hyderabad",1,20
1663,1663,Dr. N. Usha Chaderghat Hospital,"Malakpet, Hyderabad",1,50
1664,1664,Sri Tirumala Maternity And Nursing Home,"Warasiguda, Hyderabad",1,15
1665,1665,Datta Saanvi Hospitals,"Old Bowenpally, Hyderabad",1,25
1666,1666,Kamineni Hospitals,"King Koti, Hyderabad",1,150
1667,1667,Aarogya Hospital,"Nampally, Hyderabad",1,30
1668,1668,Hyderabad Urology And Andrology Center,"Kothapet, Hyderabad",1,25
1669,1669,Thumbay Hospital New Life,"Malakpet, Hyderabad",1,150
1670,1670,New Life Line Multi speciality Hospital,"Kapra, Hyderabad",1,25
1671,1671,Srinivasa Hospital,"Hayathnagar, Hyderabad",1,30
1672,1672,SVK Hospital,"Jeedimetla, Hyderabad",1,20
1673,1673,Konark Hospital,"Jeedimetla, Hyderabad",1,100
1674,1674,The Deccan Hospital,"Somajiguda, Hyderabad",1,200
1675,1675,Rainbow Children's Hospital,"Banjara Hills, Hyderabad",1,70
1676,1676,Woodlands Hospital,"Barkatpura, Hyderabad",1,100
1677,1677,OMNI Hospitals,"Kukatpally, Hyderabad",1,150
1678,1678,Nikhil Hospitals,"Srinagar Colony, Hyderabad",1,50
1679,1679,Oakridge Hospitals,"Madhapur, Hyderabad",1,100
1680,1680,Apple Multi Speciality Hospital,"Tolichowki, Hyderabad",1,50
1681,1681,Srinivasa Hospital,"Narayanguda, Hyderabad",1,100
1682,1682,Krishna Hospital,"Maharani Peta, Visakhapatnam",1,40
